Word,Tweet_Ids
弹道导弹,"1474233175907864578,1474549628024459264,1474227959812616192"
烤,"1374302875774423049,1474548775997767681,1374249398486540290,1434585679883767810,1466682629911052293,1421560075806670848,1433715420247179268,1473604592759808001,1403590870528528387,1464113002739732482"
小贩,"1474548775997767681,1408454955334213633,1473972173442220038,1411925216939319297,1469592144532758529,1432548537556815873,1404891248830259201,1471011537267478528,1461266749391663104,1474369818929217540,1448569720534233091,1465182195312578561,1378236640301182976,1409009931311718401,1473981602665361409,1435879374989840385"
气氛,"1373177051872518146,1470674464396349441,1474495360370307072,1459421079286398976,1462497111954505730,1443485174793080836,1428658611908005898"
因素,"1453227177365938181,1367721771286233089,1390922343560585222,1401992349861892105,1367192689112879104,1374657824425353217,1438010469655085057,1401368798477705221,1379684095521792002,1364347967633715202,1438520401747853317,1474495219668164614,1462117369430429699,1441284754616176640,1468791460547874819,1452854608661868547,1427140903425085443,1414809600600297479,1407583073877692427,1402880905429934080,1459424756097183754,1382915499927818241,1380053809393623050,1370247492311293955,1369984249814683652,1407585510923460608,1465180269955059715,1472748590690799617,1455108444860469250,1430479948930715655,1400555152134721539,1398001558072094720,1364934493954396175,1329684746549354496,1411920090338009089,1462653499036954625,1443829511611568131,1388752969080868864,1426764265923383314,1372854939408429060,1468526535770394627,1456659421216448523,1430202905332654080,1408853219657142273,1316713669883879425,1385508320455266304,1382570634371211266,1417615280281321472,1447470080166531080,1462644107252154370,1453919166298083329,1409595447203700736,1336148484181803012,1441860283777970179,1462915156719984646,1452853497544671233,1442524576873791489,1465221057116205058,1430069829248057350,1463010713660641283,1429864365503619072,1380415332444086274,1390166965151428611,1438013621229940740,1421528819521888258,1386944854274371585,1385077834897498114,1453222309490085888,1394712688362545152,1375686353661227010,1469221491740872704,1463561259777871873"
病毒,"1457215539646849024,1441632335934341121,1432949796273152000,1423010398047899653,1369034398960513026,1330717199212843009,1369373373801914369,1466321281586909187,1430480072780050432,1463560453213151234,1433343410576838661,1474495219668164614,1464146762902347777,1473456777215635457,1471045124696129536,1465217856165990403,1283887757815771136,1336486555200802817,1409233457968869378,1453078726896357377,1446721775576903682,1411556826009591808,1440595827135631377,1398520688130990084,1457218691012071426,1396982124868030464,1473189724147765249,1464909432035311625,1392353435194839040,1391445657097949185,1461961387647778817,1471691496134873090,1421000478565928964,1423013804036694017,1369509762291789824,1402479186359382017,1394556143003865090,1464478948977307651,1436200836065988612,1363940312616378368,1422793882123661316,1424066170781454338,1440600952206069778,1392354546983129088,1471031931252838400,1464353983464497157,1385507642542477313,1389473092569686017,1399082487708487681,1377142946114400263,1389125511947841552,1409741827662483459,1472385813212123139,1447466560889647107,1369742755207942145,1391648765908377611,1466118824114065413,1367196313222139909,1407966772527992836,1373183169550192645,1464809593079435267,1470688439150387200,1464138928747782146,1443824849395150848,1369880579752095746,1397849389134094336,1393758350156845066,1394940670297600001,1363756791700496387,1368436859638968320,1432474929425883136,1382913881480204289,1396980399876689923,1445838445658591239,1385085491263938565,1381842076669595653,1388744175571509249,1439828702091636742,1464055127187152899,1390064280569974784,1408453895458738177,1377142616899219457,1466683572278861826,1465023385893670913,1456817213369831427,1473936006256619522,1413383244830019586,1394560166423457793,1379680706301845506,1453755497715154949,1389843643377221632,1443487821352685569,1463557009060495365,1413815354502139905,1390920506119843843,1370234063613652996,1453966856876789762,1400184065840488449,1372857050686840833,1390003889831776264,1369880923127214086,1427165827049037825,1374563428367405060,1420999959432687624,1401051285537755136,1410831659511865344,1409226609282875393,1399957647156072448,1415168310308753408,1451795122056675341,1429698243449954309,1328543088084619265,1464470344098410498,1367385847624966146,1365228129669685253,1370934920286064647,1473142437757349890,1365219642701017089,1468493600740634625,1438393692503494656,1471761762265358341,1367922642188005378,1423912109264424960,1464677996900470787,1397849492934709249,1434456108366659587,1422792669856600068,1420183384169467904,1333623439656042497,1399082719326269440,1439691414355386368,1464811360831696897,1473513026435235840,1425341257103015943,1375684507206971396,1415184603795660806,1372101842281275392,1389843578856214530,1389988579447771138,1416086276890038275,1406048288793526275,1423913157098033152,1364675571893104640,1384767783481733127,1380423118833872902,1414820236705026049,1382758008027967489,1418816262654894080,1467387842636648457,1406124635763081217,1382919260008189955,1473875594538405891,1385488761505533952,1423915556919414787,1392350282722381833,1371341504145281025,1367925215494164480,1375325933255622658,1473142672466472963,1465219009331093505,1464810013898141699,1451434706851926019,1413383045231509513,1410853219836698627,1394558090180120580,1362314642937180162,1382224948597460992,1389470816744591365,1392013247012696065,1432579958807752708,1324167840681750529,1407585510923460608,1380049977632677889,1391246763261005824,1368052069685293062,1407587105295847425,1474445831516262400,1424440843046293504,1417723670038933506,1424209915304759302,1409074611266850825,1409230709433110531,1394554101883490304,1391647648604594176,1418115905406390275,1399616073830305792,1380442437982638085,1374561762742128644,1370241524131274758,1407967768066990081,1435011802761351171,1385505372966772740,1369897857679982595,1473180778284531714,1425893787981680647,1471892456392179716,1423911114270679042,1421569586420326401,1367569296667283456,1465358256990081028,1470014735886139393,1394552923154046978,1385509108137086978,1275284561899868161,1368295046148018183,1395991926696923138,1445984252848316419,1471756318935781379,1402457233024176128,1366950973097189377,1473602770418614278,1409931954200272896,1387499714371850242,1425181528724676609,1395223064938352644,1366951506008633347,1425691628950343682,1401431586264862730,1390920854561693699,1380048434716057600,1390917202488922114,1390560165749956608,1404126242912169986,1421613937288564736,1388757913007624192,1390159618387582984,1326272488175669248,1376787651143983111,1466293375200423936,1462911802723876866,1429133927650791424,1427916227175862279,1453438822834860032,1394550433381687296,1469217436331249665,1452560059255296009,1410162399970160642,1394558814142164995,1403204398558310402,1408299034163351552,1465591077105143811,1378965017903591426,1442874413578219522,1470663163578253313,1399082984251170817,1417619007381798914,1444777981906341889,1402123516191805440,1379682262187319297,1425894666075926534,1423542020434391042,1466687678636720129,1408851526961930240,1361513747789934593,1463564096511483908,1469214289936273408,1432577011432652803,1380772850420736005,1382198575166156800,1366947452201230341,1464908578410545152,1422114721474379777,1424190326567149570,1405065176563425281,1432548882966204416,1464135386527981573,1354051589686759424,1405408663750078465,1415571564695891973,1431784750172164100,1445981782994677764,1388745861618831365,1445254151147909122,1391646674469068800,1432546787261255682,1376047474138247168,1428997479412899840,1401050107122905088,1451272189005623299,1474303775280009218,1433343063556964357,1423908415101800448,1432218133503168515,1409224975043633155,1316255868158009344,1445838651716292613,1402529150397685767,1420782881492766722,1411177369981706245,1397830455408226304,1418815956416139271,1410151942005825539,1369743740374446081,1422111714972033025,1391447078111354880,1374558656109322244,1365564918196396035,1406147505910206466"
肆虐,"1427916227175862279,1389838606039076871,1377142616899219457,1461225608940167171,1416420229224308744,1474495219668164614,1425894666075926534,1390914659805401089,1414344227039887363,1440595827135631377,1427165827049037825,1374661004475342850,1437678575260299268,1427347276301684745,1429698243449954309,1378230587543093249,1445981782994677764,1391647648604594176,1423912109264424960,1470727067322884105,1433343063556964357,1473602770418614278,1406335532339109892,1466302670096850945,1381472115799453696,1432474929425883136,1473729627323613192,1472427454379663363"
蔬菜,"1416079708060585984,1326726464104902656,1465182856599126016,1428238378072346627,1468791253139476482,1455923011303870467,1456354325249224727,1374941544365494275,1464911091083796480,1435018020284338178,1474448897133060097,1473196338762240001,1464911282100834307,1469233937864175621"
驯鹿,"1474448603984777217,1474369173090308098"
知更鸟,1474448603984777217
战略,"1473803878361485312,1368187462745550851,1409739428461830148,1399252056825729028,1428237553593770005,1466676523650326533,1474448147174735874,1395994943886217216,1389845324420714501,1424957331847012352,1377855239215194115,1451588602299699201,1347575203438628865,1459427250793680901,1467374000464543745,1473180974829772802,1406891512969924609,1377849709474111490,1377507765686390785,1374948768307507202,1435496002119618562,1399614336763514883,1440216325847093249,1382425281630142465,1363936015509979136,1364413445160927234,1418114578647552006,1461234247671242756,1473511663114481667,1395600042124189697,1430470490343153667,1326718177754050560,1377851783557484544,1464465108818534410,1473192290214551556,1469590050765631488,1434611636342382592,1471032788694417408,1440600952206069778,1434454547271860225,1425690519993126923,1425179809039020033,1410498559468732417,1405062741891510272,1364041310835892234,1473811489932800000,1473141770196160515,1453618394570264580,1415318173809881099,1394938015378640897,1382759160874364928,1382235984503267328,1474247165270659076,1378235656338464772,1421001056981426178,1386948611557052417,1471028135097372672,1397999666776592385,1382759266260426754,1426363652483915778,1373185946091356160,1445836967824949259,1380052138575818752,1470136889302601729,1374250371661492224,1460173683415085064,1463561259777871873"
考虑,"1458757825925029888,1366516934527782912,1386952350628077572,1376220226820263945,1369372171311661058,1387497862750113793,1464136389029621762,1394554312718647297,1415529297423609860,1423539158174244869,1471757727915397121,1438185278133313538,1374656905277108227,1371864443789873153,1447466560889647107,1440225447455821829,1378591530546438145,1410091892746833925,1418815395218313218,1401050529065684992,1420771020265332736,1399616350935388160,1471370903145500673,1410831659511865344,1394557874840379392,1462707741496004610,1453917772874797060,1376047192490659845,1415824020549902361,1398190114799423491,1397834707040047106,1449616723305394183,1403590427081469954,1473404965196427265,1399797859310989316,1422277061259919361,1444875659768045577,1374949183447130119,1418048395512410124,1402192525318778884,1411920942784073733,1463237066620166145,1381845544125915136,1474448147174735874,1439332759835578370,1468494326216888321,1466293951032279048,1395990803147755523,1403065544090079234,1395602267240157186,1380423974564155393,1399618556728279045,1382203157128744960,1376422834742829056,1385505372966772740,1434436475093848064,1454680003988242434,1429864365503619072,1403589491294564353,1440833712992636929,1390917202488922114,1380421753671884802,1429597808068218886,1369371005211250689,1474447291129810947,1440930079203217414,1451060625895874568,1403063345062633473,1460183227084140548,1399960570669912071,1414412964556414984,1410829384550805508,1415571564695891973,1383284859251036161,1365224432856309767,1443489401040867332,1395448171212410882,1431864760388055044,1368864031075950593,1445980614197268484,1469204031646035968,1382758301096501250,1433786507802804231,1420996077298196481,1409009931311718401"
增长,"1401992349861892105,1473512675388772354,1455031824883671040,1427913723004342278,1445640377440956420,1470617526660853761,1471758709776797700,1441281519222280194,1449940897492131841,1390554539086868482,1453075287449563139,1427346979277852672,1395221283541946368,1389839219627991043,1453618755339120642,1418046454896095233,1405065386681196546,1382565736946622465,1411923546796806144,1432217315840442369,1412253243665616897,1411938083486928898,1427347483877789742,1418817576659038209,1474274993764593664,1369478778989154305,1430466839805501446,1369730762237386755,1443490161564606464,1415179958671052800,1349097587169779712,1382200296386953218,1387499982736007170,1365316076246982658,1423536980999110659,1371342183777726464,1368437425433812994,1433345273196015621,1435877054340165637,1382758997141311488,1380442223142002692,1409740750833684489,1394938263773741059,1391249927947243522,1328980527345410055,1414768311271936004,1368770852624367619,1383290232116707329,1388756055367176194,1392011508331073544,1363052274080124929,1382759160874364928,1453918872625573898,1442524576873791489,1411256056043302920,1402122295846395904,1371723135695822849,1448912418478837761,1429671988210008065,1414769422846341120,1449943604013633543,1414771423898390534,1395995805245349896,1368788721005338624,1371724359287459840,1471361200084586498,1382199067262947329,1406891512969924609,1407963113861697541,1440602328348835840,1382918334195265537,1465183615742930948,1384763492553551872,1414827923735986176,1417615280281321472,1431864760388055044,1388736357669867520,1409777556073582595,1420265584592257026,1469227161131393024,1395602567221026816,1374249776892375047,1461234591906160641,1451427018449379331,1439778207318769668,1402660402157154308,1382216348713902080,1473803878361485312,1389992632512774152,1412254321744310272,1397999401314914304,1453917284196438022,1422795505252196354,1383064389402595331,1445987149132623878,1445836621232816135,1422794837728763904,1374662211721785346,1466684046155542529,1454526222067666948,1451587893529481218,1397834161470132224,1412287255989821443,1446387375022624771,1422438706598744067,1432788954512695301,1366580406359789568,1386210632286949379,1438719946641477634,1414771929756667910,1378233211818414081,1326387397907668992,1381842076669595653,1384219239800721408,1415827273958178822,1448918090859773960,1473873863700213761,1415823086423793665,1434444078788190208,1387493836843225090,1376777559044546560,1448180642152206336,1468521390470938625,1428245640560087042,1461947624316014595,1407163342653853699,1459423467388870661,1368772207942410242,1420782717411553285,1453222309490085888,1455785684011159554,1443486747095027712,1471371495003676674,1321278403434012672,1473141422941360128,1451009865783013377,1371337213552717831,1427724822302191617,1470670427865243648,1447837508742483968,1437651228746338306,1381845010522333188,1455760320907997185,1450021308591316994,1400183590579671040,1367384392654495750,1429597808068218886,1474447291129810947,1388741370874003457,1365243723685142530,1471368637134999555,1468169801163886594,1331438321239683073,1451008383968899072,1369371726379880448,1427722765029707776,1381844335080050693,1367197478634721280,1428237381690302470,1399216748151279619,1468525659190267904,1365984131100725251,1380779246679826433,1405424527744536579,1367385426080624644,1465271089475375105,1474220980738215937,1399216905622228995,1388752848687558660,1470663501605531652,1425685774729580547,1451270074363375616,1381472296192237570,1472101517423362049,1382424014396608513,1329629597248278533,1369360807021187081,1402125033707687937,1390917414573862920,1381848316707659778,1408452416400355336,1413360950069981188,1447466560889647107,1365220655621267456,1404685892929810433,1366302887794544643,1385506516900335621,1417724512246763523,1410091498717077509,1368847913531580417,1380423425928306688,1463995279259025408,1378232630185844736,1440601163829633042,1373872438266658818,1326718177754050560,1316707665163161602,1448306263696109569,1328542632918716418,1423009256106717185,1389842725437018114,1430468777259323399,1421340057856667649,1459427825526530048,1432951544601722881,1388756726011162626,1419941446908407814,1458751740824539141,1472753226130681859,1448914910776217602,1407583073877692427,1390916808387960833,1383286802048380931,1427915864829952002,1473140342236979202,1383287015765016582,1401991200047976450,1466732413736816640,1381475923002724354,1471777703565008906,1402479505092988932,1364041310835892234,1432215879031263234,1430072769266339843,1385506285953511427,1419754454358757381,1425692572912021511,1390914512803405824,1324565433316372480,1432215416156266503,1392010286916243456,1401431586264862730,1420566662873370633,1450318352459595779,1334696217427595269,1335466457849708545,1425894283513679880,1414817165740498951,1473919122295570434,1444522777730424834,1371724028734402562,1428656339882938371,1442873300065996807,1440600147608567814,1388757320268611586,1440593357290409993,1441962351972864005,1455755053650747393,1397828903100510208,1410127238230511617,1410503389415317510,1448917745240666116,1410151942005825539,1455251682330247168,1371334780004929536,1377843994042847232,1399252056825729028,1435497835579936770,1400558186298413058,1469446559846703106,1387497378744209408,1381474274230165506,1390918877559738368,1473935202409848833,1376783864778002434,1461961387647778817,1395621967265370113,1380053573900271617,1383289909419466752,1443489618771337218,1409777328377327618,1386210793176272897,1372108830599901186,1471367968273559552,1393440014357336064,1370247235175292933,1432968541095882762,1392346777089548288,1379295767894978562,1473133403977388036,1415203677925691392,1418046911206944768,1473181300957724675,1388753390763577346,1470691900898177025,1427140903425085443,1423181883685281795,1414775160968712194,1415179450866708485,1397081201215557633,1397080045319979010,1463564675640008710,1415822498734686208,1422112332134584322,1417719124164112385,1461615376903458821,1378590999270805505,1390557123990360066,1417364093602725888,1474364978559733760,1402478695697186821,1385488900777385991,1453916438075359236,1414820236705026049,1383650628707094534,1372102164064002051,1387498444772679684,1367192689112879104,1398001673629429761,1392353056679874560,1382915499927818241,1430098254297849858,1409411925922910220,1383286033270280192,1458525051418931200,1354352740231569417,1447843008754249730,1471353715609145345,1410093071744724994,1388751588198473733,1425895522070499330,1392349508332232707,1388756356396511235,1450470546160898048,1386246852723580932,1373870860176527363,1446711127702863873,1427917216750522368,1471749072142753793,1468791460547874819,1388750218959544321,1423534951404687365,1474221546684108804,1457646670531858432,1382565509204385792,1389131366067949571,1461615856270524421,1444878346513313799,1411937309088313344,1381842557160751106,1386949544508751874,1326999387067674624,1430466497332146178,1420289516439437314,1390922223863549953,1388752561511927809,1380052138575818752"
政策,"1395601557740085249,1437680145716813828,1422795505252196354,1370688375422738432,1471758709776797700,1463059986322386952,1452778721874612226,1446721775576903682,1429673720776298497,1376780101711360004,1418114725762584581,1369372171311661058,1428243280605503497,1380780222430126080,1423539158174244869,1463996053309460482,1367568553902243844,1443487465927413764,1433698196157386755,1413384420510158850,1423909042888462338,1399251638888456192,1431757911215071233,1455754783113900044,1428243784073023489,1409225903012339714,1368871598904680448,1461948563957575684,1425342565520269314,1414434611627757570,1414419594316550153,1432213922744987648,1471885779920060418,1397999765506322433,1392351037827162117,1469221491740872704,1468792088489648136,1368187462745550851,1434586490076491780,1444877457023115266,1466683572278861826,1367564834988904451,1442324507922874370,1389990752990552065,1401368105570291714,1370690407965728769,1473405135166447617,1469222031061176325,1412672174410768385,1400557993532411908,1438394363738931201,1402124208151298048,1448308951460679684,1383287187672760323,1415822498734686208,1462912974364938241,1453419274165313541,1449946088450846722,1445633074172026887,1435508252465266690,1443830119273959426,1390160914796580864,1425690519993126923,1418046181318356994,1448306263696109569,1460634303889436676,1368846459190218754,1436200997416693764,1461947624316014595,1466300925157335043,1462914169326342152,1372113651163746304,1469235116832559104,1459427825526530048,1403590427081469954,1432090113840795652,1469578673342713861,1404675219873095684,1402661149426917376,1372856669252677636,1434444812061589505,1462971417641644036,1459001768755412996,1413383045231509513,1451432211538853889,1418048565058826243,1417718936984899584,1390004496260993025,1473778217127276544,1464102327904702473,1474445831516262400,1471750172145192962,1462652902128832513,1390920651087630339,1389990548539273218,1469213425804795904,1372111663873232897,1443108668845682690,1437678575260299268,1436363664542425090,1446714898084360193,1453234169862148108,1455812799070756866,1468791666697912320,1462980068834037763,1423012657703972864,1471892456392179716,1434441318189522945,1414322966934982665,1445984252848316419,1463556794660188168,1407612262148317185,1381160771040636932,1448912418478837761,1407163622984347671,1392010286916243456,1455260797278384130,1432213036731801605,1426363652483915778,1431784593875603459,1388739531742978051,1423181583431868418,1388757913007624192,1453229157043822605,1392351230953857032,1474447291129810947,1408299034163351552,1371389660711120897,1473919122295570434,1368186821776044034,1443485772322000897,1369371726379880448,1468524539139166208,1455107268962250752,1329684746549354496,1463997162694459394,1442873300065996807,1407243725646929920,1366673725551124482,1439864222553284612,1416079708060585984,1383063694372868097,1381150309297258498,1417362806865752064,1436203291151515648,1374950961441992709,1468491946029060101,1453421962265464832,1456848539716259846,1433343063556964357,1421338645252829197,1404894103159017477,1381842445747429382,1384765306548092929,1436777713352675331,1463559107605000199,1445983298426007554,1408851238423171075,1474144360845361161,1432978207184080898,1381472115799453696,1419523827034320898,1463996855780397058,1394940965412954115,1381477993889947655"
屏,"1461225131502567430,1377144130485190659,1473944369732358150,1409074759300620292,1374561551466700800,1372109551395217408,1438013983424876547,1462980918419755009,1376778370206208002,1384766914883321859,1369449294424596486,1380050579087450121,1372108226523582467,1412694209471995904,1460867337028993028,1474446970978586627,1363051147506802695,1372111122925428736,1437649484276592641,1460865122327400450,1414819385114497025,1373692899452280834,1334354018252988417,1401051769866645509,1407241808761950236,1371342897535053826,1406890861313486848,1361876805481758721,1432576564160462854,1349715016820277250,1417720060639006723,1469232902613266439,1404893616963686403,1396981769115635716,1371862402250067969,1455378447476404226"
暂停,"1465188444271906821,1379676797617381379,1370103203325349890,1394558814142164995,1391448036216172548,1423573290270957570,1372103986749186054,1370626219151032322,1366577585409327104,1429403836184137729,1380046710823522307,1390159137158287362,1466293951032279048,1465217856165990403,1435009762014347264,1326722145636868097,1460183227084140548,1402853467639541761,1371727885506019331,1328540785076178945,1431930295742189571,1373186797463769090,1466301502666854403,1404675311149543426,1371338548104683523,1474446970978586627,1403063057668923393,1375327945577750529,1370636893574995970,1412656932947578882,1389840168442499073,1380442437982638085,1473134341630791680,1423187724375269376,1368871598904680448,1460874149358759941,1473513026435235840,1404124178907688964,1376779829496795138,1414817464039395330,1439807441063931904,1433801456709033990,1372471817135300615,1447467320050208770,1466299014693867521,1407966010116739073,1370104823513632769,1431784593875603459,1418821252219801600,1390917202488922114,1373178250503938051,1372848975607296000,1371339791564873734,1404894554294145027,1444877300965597186,1423181583431868418,1432748413515300867,1382569438008922114"
机构,"1462979316682166280,1429866718218780675,1400723126674071553,1395995955531448320,1473944369732358150,1440932565657927687,1415214467105890305,1470682953562738690,1466686102601752580,1372846482693394432,1451427913354473480,1462558443957481479,1444877167033139202,1396982124868030464,1440219438037360652,1380780222430126080,1369979971872026626,1407959356465766402,1474233175907864578,1469831455245160452,1388749147772133379,1412799979379253256,1466303121248841732,1413813280284585984,1386247707514138628,1427143298389483520,1431758047962021889,1433697976833089541,1403233749588865027,1414814373453967361,1398189790537818114,1402479058881970177,1451432481412956161,1382758412379942916,1381839199465181186,1464108952082284547,1369478778989154305,1407582644544491522,1434443947191914496,1463999109161906176,1418815395218313218,1410505048476377095,1383653332628037637,1422676148199182336,1400557993532411908,1380442582480646145,1390915805567623171,1425677720831201280,1383063870512660482,1456353498950365207,1438015764703825922,1448308951460679684,1459428811775172612,1388752969080868864,1382197991197462529,1453419274165313541,1389837565688094729,1474446970978586627,1377127363612340225,1403065684465131520,1407587767257681921,1451612505667633154,1463239203697815554,1454642749236396045,1449464822089744386,1457215929603952652,1460866751042711564,1372109219441250304,1410092477286031366,1429864094778073090,1383287465625100288,1388742554670166022,1473404965196427265,1437951506104283136,1435878655456993283,1373188238182019074,1474446541960081411,1459779670015025153,1412668876442066945,1382569438008922114,1470675566294536194,1437944664514973696,1396981134072811523,1388747507044208641,1467387842636648457,1411920942784073733,1369981382034780168,1381842676576702464,1382758819575459843,1402519219221110791,1380053809393623050,1370636752537284610,1460503110317535238,1424960107415183360,1356600129537548288,1414763505148907523,1371724914567245826,1392560373778161664,1407967551540269056,1431773739885076484,1473601449279975424,1372472777735770117,1437657726130159621,1386943779593101313,1434441318189522945,1414774877614133248,1384391708717113345,1411481706758959109,1433801456709033990,1402674262020739073,1378963882631262215,1432213036731801605,1282292323573854208,1403234580337860612,1370628471169327112,1433354716222668803,1465194106452250628,1407586886663634944,1366582361412886530,1464822613113376771,1395995805245349896,1394558814142164995,1388741370874003457,1332866701315112961,1375330844705886213,1419162691759796225,1415214904664072195,1432547337138622469,1382423637504913411,1380052491102908419,1418815494480596997,1448549855383543819,1466684965374939136,1436199314561273857,1463559988069093376,1414815315058470912,1388745457040429058,1473601925501566979,1440593357290409993,1446715143002361861,1408302026287566854,1427143362742603786,1384764899553808384,1453611323762221066,1431784750172164100,1381838302911733762,1369733366350639104,1445631959820996609,1431714372229816321,1382199758136102919,1367568992634765315,1474227959812616192,1436202621203742721,1365569522434859015,1471029635139837952,1421338645252829197,1365856763115827203,1397072809537413124,1381842445747429382,1426767313286488067,1409777133543591937,1371340174785798147,1415090707786764316,1377506406216081410,1445438211900145667,1463558589398671363,1381838390899826689"
监管,"1429866718218780675,1458757825925029888,1419754571153346579,1400723126674071553,1372103986749186054,1472101873410732035,1473509630319886338,1381479034752696321,1421001340348551175,1444877167033139202,1402507974489231366,1412288232184680448,1380780222430126080,1471025786794639362,1388749147772133379,1466303121248841732,1371728993049735170,1413813280284585984,1431758047962021889,1474247165270659076,1403233749588865027,1381139710974693380,1451432481412956161,1382758412379942916,1464108952082284547,1407582644544491522,1414761828664676354,1408301596102959106,1434443947191914496,1448742390060118030,1417362706550583298,1418815395218313218,1383653332628037637,1432581256265433090,1423181883685281795,1407590058933190667,1395622251110670337,1400557993532411908,1456353498950365207,1438015764703825922,1451795122056675341,1397834502500540416,1381458383216144386,1407241047621570563,1474446970978586627,1462975914698952705,1377127363612340225,1407587767257681921,1451612505667633154,1464465108818534410,1463239203697815554,1422112332134584322,1374562367023980546,1325258983406366722,1449464822089744386,1441286279220502535,1460866751042711564,1469584552360173571,1422439326189641728,1473404965196427265,1377844143368511490,1469578673342713861,1422277061259919361,1470675566294536194,1388747507044208641,1470671076703158272,1411920942784073733,1395994943886217216,1426400869075984389,1402519219221110791,1380053809393623050,1474095238469718046,1370636752537284610,1424960107415183360,1430479948930715655,1414763505148907523,1371724914567245826,1410497966679334914,1446714898084360193,1377140762840690695,1473601449279975424,1377856642025320448,1372472777735770117,1415548247213584388,1455436093797462019,1383063160223981574,1373871939559690242,1447426698576752643,1423530428623769602,1434441318189522945,1368074315770425344,1384391708717113345,1463556794660188168,1411481706758959109,1282292323573854208,1403234580337860612,1444877300965597186,1433354716222668803,1407586886663634944,1464822613113376771,1451266612347039744,1440834017205518340,1388746912958873601,1375330844705886213,1464144048025784321,1419162691759796225,1382423637504913411,1418815494480596997,1448549855383543819,1414815315058470912,1428656339882938371,1464911091083796480,1473601925501566979,1388745457040429058,1428656905417723906,1408302026287566854,1384767672815022081,1365061954323144704,1382202852437753858,1381838302911733762,1431714372229816321,1382199758136102919,1367568992634765315,1459586510307561475,1445838651716292613,1469204031646035968,1426767313286488067,1409777133543591937,1371340174785798147,1473874102544834564,1415090707786764316,1395995955531448320,1366442872317177856,1381838390899826689"
特斯拉,"1408451995778752512,1429866718218780675,1365315013607522304,1473944369732358150,1373181443178819589,1394558341293109248,1466676028810481666,1420625587324866562,1425181667581333504,1470676055610458118,1387493533913804808,1364042002392748035,1378591989415862273,1386946169910136834,1444878512993693703,1422276555179380747,1378242389601488899,1385081758312386563,1436202980366192642,1409225438946152449,1366686359595884544,1394936912851267584,1395215826408513537,1395622251110670337,1400557993532411908,1364411690754842628,1474446970978586627,1473805554057314305,1377855705059745792,1451008718309453828,1455813761458065410,1349715016820277250,1438355429755539457,1468475128207994882,1375685999565492225,1363940840993792000,1389131276007862275,1369739303606124549,1387498444772679684,1387497267557400587,1369981382034780168,1419941446908407814,1380049537209757696,1402351889040109568,1415324885233045510,1395990803147755523,1333343765348564997,1471309975746007041,1372852652942401539,1372473568068468739,1414827073470873601,1432215879031263234,1453075001192583173,1369449653230596097,1372107929164288000,1464102176301600770,1377857038944886784,1468167615151443969,1453617517226643456,1373506846841999364,1443110485860122624,1369372721814138889,1408306146780139525,1374559138261258243,1448549855383543819,1427722765029707776,1351381528111005696,1436204488671465474,1363936015509979136,1400332936944119811,1423574701545119747,1369119570787672066,1389131366067949571,1389127069154439170,1398191397430124545,1409777556073582595,1473459388698349571,1439809041975312384,1368771619720601601,1404893616963686403,1462962911085613061,1463555311940227075"
触摸屏,"1334354018252988417,1474446970978586627,1473944369732358150"
协议,"1440932737360142338,1445261968273653762,1425342857641041921,1390915482773983233,1415546287320088582,1392353249370378245,1390159137158287362,1446725278407921666,1389843889347956742,1409931629875793921,1473180974829772802,1422277204986105880,1433643612718309387,1412288829860450305,1405058015456206851,1386948277971525632,1404894211187515392,1453224463235960837,1422436927802777601,1405062174515482624,1390158841946402822,1431762408691798019,1464353544786440198,1388755219371106309,1468792164867928066,1402121447498129412,1414816079881416707,1409940537273065476,1367394062181933072,1417719777024303106,1433800576463081473,1376429397926838277,1384764027943866375,1403065684465131520,1394938525565345794,1451977215814483969,1444522401631391748,1455813761458065410,1326642254455345153,1448547311412416514,1390166284323614720,1474446541960081411,1411920090338009089,1441633966755180550,1415922417877327880,1419151700217110529,1399221181496975367,1473202447036268546,1396365999117463553,1414211834249420800,1366952558669930498,1413813035765047299,1386945510288728068,1389840168442499073,1450319524612345857,1418817402398289922,1376422562465337345,1388739531742978051,1423181583431868418,1389992347681705985,1473512825280622597,1408306146780139525,1412287964353241088,1378237681214218247,1414322661350690822,1422111299568226306,1463997162694459394,1365221878810378243,1389988982553862145,1389990839871369221,1437657160486248451,1445838651716292613,1407962768850833411,1469204031646035968,1441627691707363329,1454308860349485063,1323829383094652931,1379681358222516224,1381477993889947655"
