Word,Tweet_Ids
精密,"1379295994462892034,1375323155863019525,1459104515672580103,1473875072553140228,1473602217609351170,1390557414177402883,1377510946495553539,1460506438954983425,1459065037578854402,1418092817436471298,1420625883258253315,1415545126731005953,1451429886497738753"
组装,"1444930297556922371,1469224639603695616,1448915388750651393,1473875072553140228,1453618755339120642,1381471866448084999,1377563143178649602,1418091885101412353,1423915556919414787,1462972041108156429,1441285097169190917,1397832808081416195,1451268673205768194,1469446291826483203,1432612826825179141,1381460983814615048"
港口,"1389471433567260673,1463238509175590913,1366306807308640257,1429672781680046084,1389843889347956742,1402891775547633664,1473874800489611264,1367723870707322881,1378589886089809928,1380054087975149571,1406856130110758912,1460501965968789510,1460527996159217668,1451796165087821826,1377851783557484544,1400671898137104388,1473192290214551556,1394942388217413637,1390932891442446337,1379294602419576834,1425692792395685889,1382915788663787520,1451058373185576960,1452853497544671233,1462915156719984646,1395217086973022208,1406528350131130368,1473601310981193729,1376778595406802946,1401431068067069956"
考古学家,"1454678403135655939,1473874800489611264,1378963590137278470"
盈利,"1461376545558175747,1426099251700932615,1387498444772679684,1419941446908407814,1472101517423362049,1445441434388099075,1473873863700213761,1390918877559738368,1451271239197097985,1389130707268628481,1328618142612955137,1435879374989840385,1466302344325304321,1378240678682009603,1413360950069981188,1381839460644446211,1448913680796553222,1388756055367176194,1386944490682810369,1386247862460157953,1459423467388870661,1376430167376060419,1385506516900335621"
传感器,"1429866718218780675,1364105997648715778,1367395477637853187,1448916524329168900,1369507419923963904,1468167955641139202,1468496825728442368,1473873863700213761,1367396300400914435,1384763893126291457,1388757139611652100,1471361965410816005,1437649484276592641,1402478046762831873,1468512391109378056,1438355944065232898,1365225288657899521,1416979020529299456,1465184976073224195,1471749346269876229,1409739428461830148"
担忧,"1383651702608330752,1429135797865762824,1383064465726349318,1390560993583849473,1384381558740586501,1431754288393379842,1402121276857098251,1385505617960263683,1385488352502108160,1465357775173681162,1440219438037360652,1398000481453035521,1408300924888436740,1369979971872026626,1473192290214551556,1390920282047537155,1464353983464497157,1430812120329854976,1410505236356026372,1377854428099670019,1386951432553656320,1373183169550192645,1470669401447796738,1452839796657717250,1419750511985627137,1423912251312930816,1366852324224692225,1372455078699790339,1459585331653533696,1368847913531580417,1449619529521254402,1418816067279982594,1443108835846094849,1423181883685281795,1434587207507976192,1415168310308753408,1392350659710636035,1464470344098410498,1457286513868230656,1395447835743555584,1367703748961738753,1369173913637285891,1473813766718459904,1441286279220502535,1464811360831696897,1422439326189641728,1423913157098033152,1440599970650857488,1389839875533201408,1414820236705026049,1469445999756152833,1456516600496939009,1429697216285868036,1323826861156175872,1451057988446216193,1380049537209757696,1404123578954436611,1373187219767234560,1392350282722381833,1372111364739661827,1363935251102240769,1464793803030597643,1370625367321448451,1418048565058826243,1424960107415183360,1432579958807752708,1407587105295847425,1455377080720494596,1439862701631492098,1424434992239714304,1366980387885305861,1473601449279975424,1377137960127062021,1470175403377455105,1466681769663471626,1389841926526885890,1389992974868566019,1406848709233569794,1406528350131130368,1394550258877681666,1452779199261933569,1454680960880971777,1426363652483915778,1410504772076015617,1371339791564873734,1471756065104547840,1428242994524655616,1452205103562297344,1440218811722993673,1470687900262334464,1417208904195330057,1445643881131827201,1443128406124609537,1375330844705886213,1408299412086935554,1382423637504913411,1440589170058006540,1400555835307094016,1440593357290409993,1365061954323144704,1473458348427137026,1412145346977812481,1450318718676787207,1417615280281321472,1447470080166531080,1470664107552432128,1369025538765983746,1388749372356120579,1469204031646035968,1426767313286488067,1382422665529466883,1399083133090156547,1445632494695436293,1385508440894672896,1394940965412954115"
缓解,"1429240928363941890,1471887831626698753,1376782994480852994,1465590221534236678,1463564675640008710,1385505617960263683,1397081692276281349,1470137391356645378,1460501965968789510,1460527996159217668,1367703748961738753,1406891736048177158,1447470080166531080,1473180778284531714,1473813766718459904,1447426698576752643,1451009227640561670,1435880043201261568,1434612157098827777,1451058373185576960,1389991303019069443,1388751588198473733,1376781888312934402,1471894053482471427,1445985588193075210,1456128513396801538,1461947624316014595,1366578772539969537,1405062174515482624,1432215416156266503,1376779562952978438,1440926591123480578,1411013905732698115,1402527821998673920,1455437759762419713,1468792164867928066"
连续,"1470016796220477442,1412254321744310272,1416083589633032193,1399083807068672003,1471758709776797700,1390917414573862920,1446390390878130183,1441281519222280194,1398000481453035521,1433788888460390402,1466684046155542529,1432612826825179141,1377851362478673922,1379297274342215682,1399253062661722116,1387492478215880704,1425684778762702853,1452779381839912963,1409777328377327618,1432217315840442369,1434626515069665280,1423185416862146562,1395996948222550019,1392754553150312449,1448546347292893185,1433346168138842114,1468475667524190211,1383063429506686979,1422117793281937411,1374302490984812545,1364802763989819394,1460505805841596418,1420999959432687624,1386076708885856258,1366952810902786052,1386950729454084097,1468493600740634625,1473813766718459904,1459112372635791363,1374941394217791488,1446712031915102209,1384767132534153222,1357164167619252224,1386219091245948930,1364845235960913922,1440599970650857488,1455920454326108161,1473142155191328771,1386247538580234240,1395997617927049218,1473141422941360128,1440588440660152327,1387498444772679684,1419941446908407814,1380442223142002692,1328980527345410055,1414431367883071488,1389474977292840963,1424103810713022465,1375323723255926786,1453966459676160003,1447837508742483968,1437655552440496130,1354352740231569417,1464465442244759552,1391647648604594176,1395996682878296075,1380415635188903936,1443821886589206533,1473800387010301952,1378592999781756931,1463556794660188168,1411481706758959109,1411256056043302920,1392349508332232707,1390914512803405824,1394551542871515136,1367397089911603203,1429671988210008065,1438910548515512321,1406527798206861314,1449943604013633543,1440590122051801088,1367384392654495750,1423533783987286017,1437944348541214722,1391448036216172548,1385507368549588993,1468169801163886594,1451008383968899072,1410830354240262150,1393438931769716736,1367722727860137988,1407245810820026386,1372854939408429060,1392014828747640833,1399216748151279619,1461615856270524421,1411926191498436609,1372110729151610882,1458023881927639040,1453421962265464832,1364040798136717315,1419152124668092424,1423539696940949506,1461234591906160641,1374951639346384902,1451057300072923141,1388752848687558660,1425685774729580547,1427143066851241987"
包括,"1429866718218780675,1445261968273653762,1403066650505596933,1397081343331213312,1390915482773983233,1379676797617381379,1387497378744209408,1371000039011577860,1377849883609067520,1416250334347935746,1420265841635971087,1400674281810321415,1473812814112296960,1462976435421777923,1445985250195095552,1471368933181583360,1421001340348551175,1395994360609603585,1451056815634989061,1384764498783862784,1402512019136282633,1372108226523582467,1405413885272727554,1431713223124815872,1435018357279911937,1370629227226091521,1432792592995913730,1408300924888436740,1456659421216448523,1369979971872026626,1378241204333109256,1369114546330169346,1456515215252545545,1404894211187515392,1389840498727161858,1438902055096053760,1451980460796481540,1440602122647527427,1438719946641477634,1384380720739602432,1432213179606585348,1457978468558200832,1464117694874013703,1398538422667542531,1440929343811702789,1403066434427645953,1434585679883767810,1390158841946402822,1396365421624786947,1471024211833462787,1386951948297859072,1421341043673337857,1372855678226759687,1369114993183006724,1473133403977388036,1471754121069821958,1424955399065673728,1390564846404390916,1407582644544491522,1368187462745550851,1427914625337610241,1457280745555173378,1392350527875293185,1410505048476377095,1470691900898177025,1471759978583126016,1408452585065828352,1441636860317421569,1455620568586145795,1456849373464182784,1414775160968712194,1388735893054181376,1384766094552928257,1381092477751357442,1349097587169779712,1470667849563738112,1414774524936130569,1380414860555476995,1406048637507956741,1381149210595053572,1387499982736007170,1462707741496004610,1396515097661505536,1382202468516339715,1441283200848850952,1461613270096171014,1431765514343247873,1377508283775217667,1415184603795660806,1473601310981193729,1465593288233132033,1371391463582396420,1388742554670166022,1402480214349729804,1402124873741193216,1441282249656127492,1378587969548787712,1391445359860224003,1472751238500343808,1419941737548578825,1378590407420874754,1415318454136156166,1431865227251912716,1369981382034780168,1383649638553509892,1466732050816196610,1378240858454024194,1372475554843095041,1451426586331287553,1393440252816105473,1426973409435553796,1399614094563364864,1369026626818699265,1466991569651716097,1468497886551838720,1392014375918006275,1445262323598311424,1412658025517568002,1446386788583440391,1455377402624974849,1377856642025320448,1435879374989840385,1466822891790471173,1402902100447698947,1464909221875490821,1472674624810848258,1410866454090510338,1411924138487205892,1338578988805967872,1428238771049222146,1443827386437365760,1447836686998642694,1465269025617764362,1377849971483926533,1438395196966727681,1403589491294564353,1466299014693867521,1390002849648574465,1402191562407251973,1392351734538797059,1410504542056173572,1417718276352745472,1378611081547943937,1368783713216069636,1440930079203217414,1378237681214218247,1469234368623243268,1368186821776044034,1371722579963117571,1387492794038587393,1408454045522567171,1402351442808082433,1382202852437753858,1388758074656137216,1385124188936048645,1429673945901375491,1381838302911733762,1373692899452280834,1430069507830128642,1394551171663110146,1378232400421904384,1448549131790684160,1431761984228233216,1401051551863427075,1428794888527564803,1382567816033751041,1323829383094652931,1463560332207484929,1421614456883191815,1472751965889130497,1432577603924156422,1381838390899826689"
初创企业,"1376778693578616835,1367700508069163008,1400185572262498304,1450002421527179266,1438377435637043202,1448546021382901760,1379682529234460677,1439334051085651968,1415817021535760384,1473812141618524160,1466678485938622464,1374248046972735491,1440599710880788483,1441290116647981062,1380051093292388352,1396981391447924738,1395994618697715715,1462705656222273538,1380779528000167937,1331072929304440833,1402478046762831873,1383063160223981574,1410503389415317510,1422113836794933250,1432214128731385863,1393444551952539648,1372474190230515712,1391446339397906433,1372850128441118720,1430072131920883712,1365955415683461120,1368437425433812994,1448916422055190529,1468167615151443969,1451430314379677698,1407247235616706565"
提供,"1462979316682166280,1394554891276746753,1379311281560113153,1364674111750828034,1378242007571685384,1381157799002918916,1379676983806676995,1377136453092732928,1373177374427082756,1391647709069676544,1389992041052966914,1386214036878946311,1369984249814683652,1408451410660794375,1390563340972224512,1407965112942530564,1458023426875006977,1450322630205001735,1386214356128452610,1442721750496600065,1445836621232816135,1391445657097949185,1451056815634989061,1369449294424596486,1444526166803554306,1381836609520246784,1370629227226091521,1369372171311661058,1370105070000304130,1417722022893789185,1380053573900271617,1428657047361396740,1433698196157386755,1450474711088041984,1446391614666993669,1405065386681196546,1407964326032338947,1394711530378199042,1373182210128322564,1461235627077242882,1425342565520269314,1400591245223751681,1372452885078757381,1464808111479218186,1406047152258781189,1453613096128299013,1419750511985627137,1402648872405528581,1397999765506322433,1470655587184640001,1412657114586120193,1387495791560855553,1370635351841120259,1366479708746113025,1431764595287343104,1374302273040347137,1366321612320960514,1388753390763577346,1380053324112613378,1331905849774665728,1466685213564563456,1411200128577249283,1400185572262498304,1424957331847012352,1375686756427685890,1367394062181933072,1372857050686840833,1400334252768563202,1356600919270453255,1386212192366710789,1424081855951761410,1432613924034138116,1423760725437153282,1401051285537755136,1374251219351265282,1430816183108784131,1388741124550840322,1463998071637831694,1469233182176206851,1473142437757349890,1390160643408351234,1469732474754269184,1468168536526708738,1462651527680573440,1407241324521086976,1398188749758992389,1445298131508158465,1385078923667460099,1453917772874797060,1374943621762310146,1422792669856600068,1432581608201093123,1389842725437018114,1405424326350761984,1453637801044443138,1385506735079661576,1368785326538256388,1460619549028470789,1380053721296429057,1441635226447347719,1403590427081469954,1379684873854611458,1470016406947205122,1453235729933475845,1392346546847379456,1401030481693483014,1372102164064002051,1443112191939334145,1417362053333872641,1383290482843799556,1455764431036555264,1428654959294259200,1473511931495403523,1423182680301080576,1410853219836698627,1430098254297849858,1392013247012696065,1410885522319282180,1424956851397947398,1399614094563364864,1392560373778161664,1366235582741893120,1392733483341029378,1382425281630142465,1369981033848864776,1431773739885076484,1433465628359159809,1354353035821027331,1392559276682477569,1394747769504501763,1349097026844168192,1382203157128744960,1461226310366154753,1374949695991074823,1435011802761351171,1330684272403906561,1423187724375269376,1435880043201261568,1415547938160455680,1363933963274711040,1377293665274458117,1428238771049222146,1419754454358757381,1473811489932800000,1382233628688609284,1442523144980365318,1447842596147974146,1461375949597863938,1411481706758959109,1448917674839339008,1411144190117892098,1455109234966687745,1378963882631262215,1425181528724676609,1443664629054377984,1432580209585229827,1357953061931556864,1413363552325234698,1378241425045737483,1374560132835680262,1471756065104547840,1389128594484461570,1464822613113376771,1428242994524655616,1390561464293892096,1378240562877239296,1377142442617528320,1435500537537912832,1396981520380747782,1390919388916715520,1446717582241722368,1393439157909745666,1364806833324519426,1379682529234460677,1371722579963117571,1418814408306958339,1334780279924244480,1367711784610590720,1393117840798982145,1432545446845575169,1370641475378106371,1447837844282613761,1384764899553808384,1471352660842336257,1453231836528844800,1377872631232270336,1388758074656137216,1434455202724134921,1410878311413075974,1392015805911494657,1376044925502951427,1430069507830128642,1440216843101171721,1421338645252829197,1420995774419066883,1385818199539650563,1379302570858926080,1458021924949217281,1443109368195534850,1393440693280940032,1445838651716292613,1387494302536769536,1469204031646035968,1430072131920883712,1466302670096850945,1428648963096207370,1409777133543591937,1403203316411101191,1453612074097987584,1390553175359295489,1446712944717287424,1455029832098586630,1473406185369862145,1445438211900145667,1472751965889130497,1365564918196396035,1434607979064479745,1399616793308581890,1460504052949610500"
补贴,"1389988798591762433,1366321612320960514,1417362053333872641,1407958450194116610,1407585786468335621,1463560992151912450,1423182680301080576,1446717582241722368,1455378802628968453,1388750218959544321,1336554826998587394,1462976435421777923,1423180940411498507,1470684820225159171,1402127716044853248,1473142568783265796,1386214356128452610,1423186084368764931,1430470600657575941,1374251219351265282,1383287187672760323,1382425281630142465,1390882384527060993,1384763492553551872,1394747769504501763,1445984562840956932,1432216329629536257,1473142314344202242,1402906213721939976,1404894211187515392,1473811489932800000,1372104762011750400,1397834707040047106,1448917674839339008,1405062174515482624,1404126242912169986,1447838657331687432,1471756065104547840"
观察,"1418115166592376839,1391448036216172548,1364803382695710722,1399994588962590720,1402125409815207940,1439690817157812226,1456849373464182784,1431761151155585025,1445254637053898755,1413725664885166080,1408454045522567171,1393118292907155460,1471749712575287300,1399957647156072448,1372852226641731587,1422114342112141312,1469831455245160452,1369114546330169346,1396367001153507331,1446391379840552966,1473811489932800000,1453618394570264580,1470691791103950850,1395598659253796869,1375685311317991432,1452832708820828160,1387493296503627780,1445106428662874116,1473464291974017024,1272400407013122048,1420996077298196481"
台积电,"1385084666898571266,1382913552252510210,1380053985193648128,1375686624688762882,1442722781863370753,1383064389402595331,1374560453486018562,1419940332611936266,1387497862750113793,1455378077517631491,1414410146042818561,1368770486000185347,1371325677727719428,1473142314344202242,1440602122647527427,1451425899350429698,1404685892929810433,1400558105377730560,1447838657331687432,1329272306510618624,1420182423682260995,1377855511165476868,1471748487167365122,1412656272617312257,1366679128875835395,1430469631957889027,1427915274435457024,1377856110615359490,1449962488150118402,1453639656512258050,1433342723751174145,1419940829783760902,1415547354137219074,1458757538199924738,1453917772874797060,1386949326077718530,1465221057116205058,1378235656338464772,1386952107123564544,1451059806375055363,1419941153114185729,1429671585414193159,1370636134028517376,1457975950159740931,1431762291620409346,1403234760365789184,1448914910776217602,1399614094563364864,1396896318929342467,1418114578647552006,1377855943522754561,1437651228746338306,1400329445798334466,1370629374765006853,1445628280170713091,1473811489932800000,1377853565188722689,1410827453849690113,1448917674839339008,1395447649810083841,1459065037578854402,1380050885535928320,1328219017010561024,1389989439229763584,1389837253598343176,1430815301793320965,1367010857352261637,1471368637134999555,1463560992151912450,1448916524329168900,1446717582241722368,1437647302462631938,1358300855963770881,1385505957434707972,1415922550710939654,1371336034810613763,1414764626814849026,1382917792123396099,1399216748151279619,1463564391769509889,1359331789081169920,1389991303019069443,1400328909426626564,1451429299311898625,1458021924949217281,1369855187175624704,1364799489064660994,1370629861807587334,1463996855780397058,1371339562287464455"
优异,"1461376545558175747,1473805554057314305,1417208904195330057"
涨幅,"1369739303606124549,1448546347292893185,1406848059045122049,1407580087856234498,1414772238830776321,1455379555594604550,1465180269955059715,1468791253139476482,1369367868970827779,1408305978936762369,1432613924034138116,1380054087975149571,1364411690754842628,1410127238230511617,1389991720603971585,1473805554057314305,1417362806865752064,1387493142316810243,1369449653230596097,1369118261904744450,1402123214835183616,1382566532006309888,1437657160486248451,1411481879291711493,1463558250280878083,1366578772539969537,1465359230257418242,1415202220283416599,1401031075036426240,1369859793377107972,1460622655791321093,1363934911233617920"
苹果,"1381472296192237570,1385084666898571266,1453919770454102016,1413725782589927426,1425684231741603844,1406848059045122049,1445837428061728776,1395995955531448320,1381837581634007041,1389469266408218625,1425368088720015361,1418091885101412353,1384762025830539264,1402660497686601729,1463563485560729602,1400674281810321415,1448308535704506371,1452778721874612226,1441281519222280194,1420625587324866562,1402290238370697216,1389839979606528002,1417615100286959618,1408452416400355336,1364042002392748035,1424184032850419713,1451587893529481218,1438185278133313538,1457087574443388928,1413384420510158850,1388741835187646466,1446387375022624771,1372849871607132161,1472421504918822917,1449940735797592065,1422276555179380747,1402123787697459204,1388754814419443713,1436776307593920512,1431762408691798019,1464808111479218186,1462972041108156429,1455378447476404226,1423912251312930816,1468792164867928066,1461643722601287684,1408301596102959106,1434441849532346369,1369854031355551745,1448175690902171655,1412656272617312257,1402128310625210368,1435495342737223682,1448168968326299653,1414775160968712194,1433800576463081473,1462980918419755009,1446712235024281601,1449962488150118402,1466304990427811846,1364038769855275012,1388747862293422080,1437653518555308034,1450323979445542917,1470678195879874561,1454504781641248770,1441630376502329349,1449946088450846722,1407241047621570563,1402518125669588995,1473805554057314305,1438713565192413187,1463239203697815554,1427918045926727689,1362645671866560512,1382197083919175681,1420266597797666823,1438015052657750020,1438166219794759687,1453618394570264580,1468524998159519744,1433712761976999936,1431761005546065920,1382756560582086662,1371720151054184451,1431761357045567488,1438364865945497602,1450862176772636680,1380418138261479424,1400590257305780228,1439335054971334656,1438013621229940740,1363940840993792000,1388756726011162626,1469446291826483203,1402661149426917376,1402192525318778884,1430469339229032448,1471693259483140100,1407577844352311305,1461224637887434754,1451268673205768194,1448570002320203777,1386948026044932100,1415203099954851840,1388742252491538439,1440214864593444876,1371338548104683523,1372472777735770117,1453234169862148108,1455263170008805376,1382203157128744960,1349097026844168192,1430071187288125448,1369449653230596097,1420626937551081475,1428238771049222146,1389844001725976576,1451426252506550279,1471023983323607042,1469224639603695616,1413382758546558976,1386947044409892870,1388756356396511235,1455260797278384130,1437655334269513729,1396981769115635716,1437658350032850949,1450321439781842949,1458526978349223939,1369983455438594052,1455621355404075009,1425894283513679880,1433692021370220549,1417363758045818881,1364801962512846850,1394553451707654144,1432737889826213893,1402530461503479808,1407584727163305985,1331438321239683073,1451008383968899072,1450686871630057473,1441281792951025671,1351381528111005696,1452779067002920962,1440600147608567814,1377481406452883459,1370641475378106371,1387499466245099520,1369119570787672066,1453962521933533189,1395993001608896512,1431709413891448832,1469219195682320386,1355253975537176577,1438355944065232898,1423009491885256704,1463561509909323778,1454309035818115072,1410152840039866373,1401030878789128193,1368864031075950593,1382756365089722370,1388742124254892032,1371342897535053826,1448549131790684160,1389989095422656518,1412657416747900932,1455031133117173760,1329357158471794689,1467268147539365889,1450469217103400971,1428648963096207370,1397480458636599300,1377506104406515713,1468787526152253441,1463558589398671363,1463996855780397058,1399616793308581890,1394554891276746753"
英伟达,"1473805554057314305,1377506890343538688,1466731509801316358,1429697216285868036,1384391708717113345,1381843934360444929,1461615376903458821,1428657619435020302,1382424896983109632,1398001673629429761,1466855189478973440,1329357974771429376,1365316124783435779,1409896578064601088"
对冲基金,"1438055487468044294,1473805554057314305,1447842487142285315,1390922758398169088,1379676797617381379,1377143294153555976,1366303979773120513,1445632132051705856,1383064578049724417,1354051293984116737,1367720342744010753,1378592621321326592,1433643612718309387,1366680598631178244,1378239579552051204,1407588079641059331,1371335540604170240"
碳,"1473803878361485312,1455921682502221825,1377144130485190659,1432577453340299266,1369980413762883584,1407244312476209158,1468168149723795459,1377129588300468229,1390563340972224512,1402878380949737480,1384384884374790144,1396971124584448002,1380047633155194882,1425340905674842115,1473143022908936192,1471033781150646281,1367813059461320707,1385506516900335621,1455813070312271877,1452473642344869894,1463999109161906176,1430814124787703808,1406847413466255363,1377194936748011524,1456640547360174086,1358292316427939840,1438018114222891009,1423540244025016320,1375322416314867713,1436202223734648837,1426441431435005955,1455757189633642498,1449944805010673668,1417617303978471427,1407244244826288128,1331072929304440833,1385078923667460099,1360689751175557120,1464154497068920841,1416979813634506754,1468498351280644098,1384386622842568711,1373872273413738499,1460874055800655881,1462969265410113539,1389123294205415426,1453916438075359236,1455764431036555264,1415324885233045510,1407592686819844096,1440727220541014020,1450688012107403268,1453229870910218247,1437648592311705601,1468497886551838720,1423014470335406080,1433696208820662275,1460866921272733697,1411924138487205892,1473602770418614278,1361876805481758721,1441961464428826630,1358297322728288261,1445980856091246593,1429597808068218886,1453609919907655680,1423014647880294400,1400329057158320128,1420487338883305472,1365215328842653696,1397650288979316737,1371389660711120897,1416595556097564675,1388751915178024963,1465587659590365189,1390563920356679683,1369115736216498179,1473407037023215618,1405064271260569600,1403066510348750849,1366673725551124482,1412850215917285379,1468787112849805317,1380778530485673985,1414819385114497025,1465194496899960835,1453421962265464832,1371342506948923394,1448178976061493249,1455379160126275587,1437650623512543232,1428244630701678596,1377127119700983818,1423537913225048065"
钴,"1473803878361485312,1472753784610717696,1377855705059745792,1455379160126275587,1440929343811702789,1427549062178381824,1367309386062782465,1419943331769978886,1377857038944886784,1429403836184137729"
锂,"1453609919907655680,1473803878361485312,1369980413762883584,1390165610236055554,1392753600359661570,1461610527860289536,1367700508069163008,1367395477637853187,1387498353156444161,1468168149723795459,1367775355788926989,1371720387487092737,1471752781383942148,1460503110317535238,1367394925873037313,1435878208402903040,1455757189633642498,1468168991386468353,1402879225019854857,1388757139611652100,1472753784610717696,1407244244826288128,1427549062178381824,1434454547271860225,1367309386062782465,1419943331769978886,1453075001192583173,1378591989415862273,1471029635139837952,1329706368366854146,1362313507182575620,1367393718777507842,1441963930570555393,1468794265413165059,1372110455037042691,1433712761976999936,1384380720739602432,1455379160126275587,1412253243665616897,1381458553823657988,1382567816033751041,1372102696979734528,1377857038944886784,1429597022613479425,1387498261880082433"
处于,"1385817933566283779,1473803878361485312,1443112191939334145,1448546347292893185,1444877457023115266,1377144351537524742,1377856472248279040,1435494487527084042,1402528177914736642,1390916625289814023,1381351254824157187,1473511931495403523,1381157799002918916,1393443256512368641,1433692986232115201,1452854608661868547,1375686756427685890,1435009762014347264,1374957615113854976,1370240825917992962,1445265495326822403,1398518160198823937,1415922550710939654,1372106337232900096,1440217400092225540,1400556480760143873,1451426586331287553,1388744518627848192,1379301463134904323,1459004222846865409,1372473568068468739,1407958987182469124,1455757189633642498,1381475923002724354,1469229835033583616,1471165497374765058,1393439285966106627,1379297274342215682,1461948715313205248,1415189233665445888,1368770486000185347,1375331961477103621,1432749756007084033,1463037653088018432,1461947624316014595,1372853757571043329,1448918358930309122,1426099689154224128,1388755815767580676,1414814373453967361,1421940129803882498,1468791816887492615,1453418610446065666,1392346777089548288,1381839199465181186,1425685774729580547,1466295043870715911"
蓄电池,"1473803878361485312,1367394925873037313,1367724407838318592,1370240055738953729,1367309386062782465,1381458553823657988,1398191397430124545,1367700508069163008,1413361098363850760,1439330904120254465,1374944417195335680,1450002421527179266,1394938015378640897,1367698872613498880,1372110455037042691,1387498261880082433,1440597685174603787"
利率,"1367721771286233089,1372855350928363520,1418048565058826243,1402880905429934080,1465217856165990403,1471370903145500673,1384380996649291782,1367722727860137988,1462653499036954625,1460860793474322433,1384382223533576193,1402120836669001728,1366980387885305861,1410127238230511617,1367712318474178560,1456659421216448523,1370641314295947269,1365217273133158400,1387499982736007170,1378966454364635140,1453421962265464832,1369118261904744450,1367056383347068930,1367453117491544078,1439864725077049352,1385507139364425728,1401991948777361409,1363933398130040832,1462914169326342152,1416081404190920704,1434436475093848064,1366578772539969537,1414814373453967361,1471890992861040643,1473803740339585024,1282292323573854208,1432213922744987648,1373875621659471874,1388757913007624192,1468499372564377600,1375686353661227010,1468792088489648136"
主导,"1400329057158320128,1388757753259126786,1377856472248279040,1373176602255716353,1378592621321326592,1366980553606451204,1402127279652626432,1365316124783435779,1448308535704506371,1467374000464543745,1374559138261258243,1336554826998587394,1382200145924681733,1435495671184773122,1473460282030796800,1422502591578001409,1435877330006601730,1438015764703825922,1459428811775172612,1401991200047976450,1417618291015577600,1390004140932091906,1472747235574116352,1455380271017070592,1367309386062782465,1382570634371211266,1473602217609351170,1468168536526708738,1378590999270805505,1384389608826306565,1367568992634765315,1457215929603952652,1438906682533289989,1367453117491544078,1422795167472390144,1384380720739602432,1367197168503648259,1427918177128747015,1397999666776592385,1326998127874695169,1438788010972102665,1445979131255013379,1470016406947205122,1390166284323614720,1378239579552051204,1376078974061703168,1459779670015025153,1473803509724184577"
运输,"1377843994042847232,1473141422941360128,1374657824425353217,1364933588706226176,1456354325249224727,1376423074527019008,1470674175643639812,1452473642344869894,1454678403135655939,1429672781680046084,1371337213552717831,1290777215253114880,1440727220541014020,1403203902766419969,1463563307692953602,1459064516369534982,1371341895943614464,1415824959600046080,1410126593767337989,1390559284870541313,1395602267240157186,1376048334272491520,1389842202671554562,1382425281630142465,1378232841339764737,1387497862750113793,1374661235774386177,1460501965968789510,1451796165087821826,1377851783557484544,1400671898137104388,1394942388217413637,1377128521609269252,1466686699958779905,1441289228474675211,1423536980999110659,1411481879291711493,1439809041975312384,1473605619919638528,1451980460796481540,1379310755791577089,1367710502915207168,1386945724638629890,1473601310981193729,1392349508332232707,1331435268616818688,1440215536000847880,1379679803603779587,1367399250095525891,1433692702269329412,1364799489064660994,1381142210331115523,1473803509724184577,1379681358222516224"
拖累,"1447466560889647107,1451587893529481218,1414820236705026049,1428658154582118408,1458758201772367878,1451057300072923141,1453618755339120642,1473801975997386756,1464353983464497157,1389839979606528002,1381842557160751106,1378242389601488899,1381842076669595653,1429409115910983682,1460635205975171078,1442524576873791489,1369119570787672066"
疾病,"1353917839476838400,1431865227251912716,1418116477467516931,1376048969495666691,1445639346413998084,1453609496308170752,1464810013898141699,1454647579556204548,1455757405254414338,1452143116274716676,1283887757815771136,1367718039769079808,1380049977632677889,1440843490749870096,1449623179404533765,1410499274748485635,1456351401479606272,1416863321630851072,1414815026360291328,1414419829214355456,1369117935445311488,1461961387647778817,1426764265923383314,1408300924888436740,1389845324420714501,1465589362293280771,1451270241812578304,1374561762742128644,1338578988805967872,1397849492934709249,1409595447203700736,1473800920848691200,1407964326032338947,1451431962262978561,1448367047469985797,1403589491294564353,1465188954492182530,1326386946218864641,1459785165773819912,1406049071660343298,1453421736175685634,1402880434455805959,1417721621075226628"
豪雨,"1472447027157950469,1438016012595515392,1472447408936087552,1467417080215453696,1457063645569974280,1473800920848691200,1473196338762240001"
市盈率,"1473776219011235843,1389840331391205378,1389993172827136001,1430469847855423488,1463555615490392067"
招,"1472746982678482945,1371720651854147584,1397081343331213312,1426360652948393991,1471030020801896449,1449818320069292037,1447838328552783878,1392355642514362368,1394553451707654144,1408302412083855360,1386949919542452229,1378242007571685384,1371729730194468868,1464356742184071168,1452854608661868547,1452143716882272260,1372854103169114113,1372846482693394432,1445265495326822403,1435012041757003777,1430470257022435328,1389131454634889224,1473142568783265796,1427916846301278212,1386214356128452610,1390915805567623171,1444877167033139202,1439690486667640835,1464001503119568908,1470667849563738112,1469213425804795904,1451429969712730113,1446198907285897223,1469831455245160452,1388755296776900611,1440219924136300551,1433715898121031682,1399958828016308229,1407586551559639040,1368770486000185347,1415822276591816715,1445985588193075210,1383286348421890049,1438357637217718275,1414817464039395330,1402191366159888387,1415184212228026370,1460619549028470789,1389836898835652610,1432968541095882762,1399616793308581890,1473615706302214144"
