"4gram","number of tweets","count"
"南洋商报","118","118"
"人工智能","99","114"
"中国大陆","84","90"
"苹果公司","69","85"
"电动汽车","54","66"
"农历新年","52","55"
"知情人士","49","50"
"马来西亚","45","49"
"统候选人","44","48"
"总统候选","44","48"
"胡塞武装","41","50"
"首席执行","39","39"
"席执行官","39","39"
"南中国海","38","50"
"美国总统","38","40"
"航空公司","37","40"
"也门胡塞","36","36"
"巴勒斯坦","35","37"
"总统选举","35","36"
"党总统候","35","36"
"台湾总统","35","35"
"亿美元的","34","35"
"门胡塞武","34","34"
"竞争对手","33","36"
"美国股市","33","35"
"全球最大","30","30"
"数据显示","29","29"
"日本企業","28","32"
"小马可斯","28","32"
"紧张局势","28","28"
"科技巨头","28","28"
"经济增长","27","29"
"统小马可","27","27"
"总统小马","27","27"
"台湾花莲","27","27"
"日經平均","26","35"
"波音公司","26","29"
"历史新高","26","29"
"社交媒体","26","27"
"地缘政治","26","26"
"加沙地带","25","29"
"中国政府","25","27"
"车制造商","25","26"
"罗斯总统","25","25"
"俄罗斯总","25","25"
"中国国家","25","25"
"萬億日元","24","34"
"約合人民","24","31"
"合人民幣","24","31"
"美国政府","24","25"
"汽车制造","24","24"
"經平均指","23","31"
"平均指數","23","31"
"中国市场","23","25"
"菲律宾总","23","23"
"斯总统普","23","23"
"律宾总统","23","23"
"国外交部","23","23"
"人士透露","23","23"
"中国电动","22","25"
"经济学家","22","23"
"情人士透","22","22"
"宾总统小","22","22"
"中国外交","22","22"
"阿里巴巴","21","24"
"的情况下","21","21"
"总统普京","21","21"
"尔街日报","21","21"
"华尔街日","21","21"
"巴尔的摩","20","26"
"国家安全","20","22"
"全球经济","20","22"
"美国联邦","20","20"
"湾在野的","20","20"
"总统拜登","20","20"
"席习近平","20","20"
"国财政部","20","20"
"国家主席","20","20"
"台湾在野","20","20"
"主席习近","20","20"
"中国经济","19","23"
"在南中国","19","22"
"外交部长","19","21"
"的国民党","19","19"
"字节跳动","19","19"
"总统大选","18","19"
"对以色列","18","19"
"国商务部","18","19"
"针对中国","18","18"
"越来越多","18","18"
"芯片制造","18","18"
"科技公司","18","18"
"最重要的","18","18"
"家主席习","18","18"
"国总统拜","18","18"
"指数上涨","17","26"
"日本航空","17","20"
"日本政府","17","20"
"羽田机场","17","18"
"监管机构","17","18"
"野的国民","17","17"
"选人侯友","17","17"
"财政部长","17","17"
"片制造商","17","17"
"澳大利亚","17","17"
"湾总统选","17","17"
"在野的国","17","17"
"国国家主","17","17"
"候选人侯","17","17"
"人侯友宜","17","17"
"日本國內","16","19"
"阿拉斯加","16","17"
"智能手机","16","17"
"日元貶值","16","17"
"拜登政府","16","17"
"在新加坡","16","17"
"能登半岛","16","16"
"的可能性","16","16"
"媒体报道","16","16"
"天后泰勒","16","16"
"国科技巨","16","16"
"国互联网","16","16"
"后泰勒丝","16","16"
"受访学者","16","16"
"中国科技","16","16"
"中國企業","15","21"
"过去一年","15","15"
"美国财政","15","15"
"第四季度","15","15"
"民党总统","15","15"
"国民党总","15","15"
"日本央行","14","17"
"電動汽車","14","15"
"国司法部","14","15"
"预计今年","14","14"
"选人柯文","14","14"
"美国国会","14","14"
"统特朗普","14","14"
"純電動汽","14","14"
"的背景下","14","14"
"有限公司","14","14"
"最低水平","14","14"
"日本石川","14","14"
"新加坡的","14","14"
"斯加航空","14","14"
"拉斯加航","14","14"
"总统特朗","14","14"
"年來首次","14","14"
"前总统特","14","14"
"候选人柯","14","14"
"人柯文哲","14","14"
"中国互联","14","14"
"加密货币","13","19"
"新車銷量","13","17"
"中國大陸","13","17"
"第一季度","13","16"
"春节假期","13","15"
"日本股市","13","15"
"国电动车","13","15"
"同比增长","13","15"
"创下历史","13","15"
"以色列军","13","15"
"美国司法","13","14"
"死亡人数","13","14"
"同比下降","13","14"
"中國經濟","13","14"
"中國市場","13","14"
"通胀数据","13","13"
"英伟达的","13","13"
