"1gram","number of tweets","count"
"使","771","861"
"如","771","835"
"还","771","824"
"们","767","927"
"报","764","873"
"由","756","794"
"果","755","933"
"指","752","940"
"消","750","874"
"所","748","843"
"病","739","1230"
"接","737","838"
"少","735","886"
"事","733","865"
"些","733","851"
"施","733","846"
"收","728","910"
"目","728","808"
"需","718","822"
"小","712","907"
"放","710","827"
"推","708","799"
"显","702","753"
"点","701","844"
"低","696","803"
"尔","695","883"
"战","694","858"
"道","692","775"
"超","689","791"
"心","689","770"
"区","687","827"
"统","686","829"
"管","686","802"
"创","686","800"
"升","685","779"
"种","682","842"
"着","681","733"
"半","680","1003"
"理","680","781"
"议","674","873"
"位","668","788"
"都","667","725"
"响","663","712"
"就","662","724"
"设","655","847"
"减","652","871"
"安","640","794"
"际","639","706"
"货","635","858"
"率","634","853"
"售","632","812"
"去","632","682"
"技","631","831"
"然","631","752"
"未","631","674"
"东","627","817"
"二","623","690"
"物","621","811"
"原","618","732"
"局","618","701"
"兰","614","822"
"易","607","780"
"手","606","755"
"学","601","883"
"保","601","701"
"认","601","653"
"基","599","757"
"水","598","762"
"变","598","705"
"意","598","663"
"士","596","748"
"代","596","719"
"降","593","753"
"涨","590","924"
"洲","588","833"
"里","586","718"
"防","586","691"
"四","582","626"
"欧","581","871"
"划","579","663"
"取","579","624"
"备","578","696"
"费","577","715"
"控","572","667"
"展","567","650"
"科","563","683"
"再","562","610"
"无","561","638"
"引","561","594"
"建","558","708"
"势","555","613"
"解","552","617"
"或","551","601"
"运","549","725"
"回","547","618"
"始","545","573"
"问","543","607"
"系","541","640"
"子","540","686"
"支","536","626"
"反","536","597"
"领","534","612"
"争","526","599"
"汽","523","841"
"拉","522","680"
"复","518","602"
"官","516","577"
"信","513","635"
"决","512","578"
"立","509","592"
"宣","509","531"
"致","507","528"
"华","506","649"
"气","503","718"
"风","500","606"
"购","500","600"
"举","499","579"
"告","499","567"
"击","499","542"
"结","496","547"
"值","492","634"
"看","491","557"
"各","488","527"
"销","487","678"
"币","483","744"
"乌","482","672"
"社","482","564"
"速","482","555"
"京","479","635"
"源","479","618"
"息","479","589"
"北","478","604"
"流","478","570"
"没","478","518"
"让","478","511"
"连","477","509"
"头","476","522"
"策","475","559"
"感","473","611"
"境","473","589"
"件","473","567"
"集","472","563"
"措","472","524"
"额","471","596"
"厂","470","669"
"标","470","531"
"幅","467","553"
"题","467","521"
"南","466","573"
"项","465","549"
"视","464","578"
"五","462","491"
"步","461","497"
"采","457","497"
"准","455","507"
"网","453","569"
"德","452","603"
"份","452","529"
"型","450","553"
"式","449","508"
"空","448","650"
"限","443","501"
"转","442","499"
"规","435","479"
"好","435","477"
"客","434","557"
"确","434","478"
"众","434","477"
"坡","432","562"
"文","432","539"
"活","429","487"
"查","428","527"
"只","428","475"
"包","426","464"
"跌","423","675"
"团","423","527"
"专","422","461"
"季","419","524"
"普","419","480"
"带","419","439"
"胀","418","528"
"湾","416","700"
"任","416","502"
"打","416","447"
"组","415","526"
"停","415","509"
"测","410","518"
"仍","410","429"
"料","408","558"
"许","407","435"
"很","407","435"
"研","405","503"
"传","403","463"
"继","403","414"
"例","400","547"
"历","399","432"
"门","398","462"
"严","397","423"
"常","396","443"
"处","396","435"
"共","395","450"
"临","394","424"
"零","392","468"
"担","392","420"
"令","391","430"
"况","391","408"
"获","389","419"
"几","387","410"
"知","386","425"
"直","385","408"
"军","384","554"
"术","384","494"
"每","382","430"
"险","381","439"
"随","381","386"
"离","376","441"
"助","376","428"
"存","375","449"
"止","375","426"
"非","374","411"
"程","373","410"
"警","371","429"
"尼","370","528"
"何","369","404"
"州","368","469"
"财","368","461"
"选","367","530"
"望","367","390"
"密","365","471"
"究","365","424"
"根","365","403"
"难","365","401"
"食","364","488"
"巴","363","568"
"油","361","660"
"改","359","394"
"单","358","443"
"营","357","425"
"级","357","412"
"紧","357","379"
"快","355","398"
"户","354","422"
"席","354","400"
"我","353","479"
"印","350","550"
"除","349","359"
"走","348","376"
"象","347","375"
"权","346","410"
"域","346","384"
"模","346","371"
"游","345","600"
"田","344","571"
"给","344","365"
"构","343","384"
"证","342","393"
"即","341","348"
"院","340","425"
"短","340","382"
"失","340","378"
"英","338","468"
"巨","338","352"
"储","335","495"
"压","333","355"
"整","333","351"
"史","330","355"
"断","329","354"
"款","326","417"
"裁","326","409"
"越","323","551"
"票","322","409"
"论","322","369"
"路","320","386"
"扩","320","331"
"样","319","345"
"观","318","371"
"线","315","376"
"十","315","342"
"把","315","331"
"案","314","401"
"态","314","348"
"服","313","379"
"治","313","369"
"括","313","319"
"卡","312","395"
"航","310","539"
"做","309","343"
"缓","308","335"
"积","304","386"
"退","304","354"
"均","304","345"
"港","303","523"
"买","303","357"
"阿","302","419"
"热","302","345"
"片","301","431"
"则","299","314"
"律","298","400"
"破","297","327"
"六","297","306"
"参","296","326"
"析","293","313"
"陆","292","365"
"早","291","320"
"注","291","306"
"倍","288","345"
"危","288","326"
"波","287","340"
"足","287","308"
"排","286","366"
"景","286","303"
"队","284","370"
"露","284","298"
"么","283","335"
"想","283","315"
"底","280","307"
"城","279","338"
"协","279","335"
"缺","277","313"
"媒","277","302"
"批","276","302"
"纳","275","329"
"试","274","322"
"核","273","402"
"记","273","296"
"赛","272","433"
"器","272","388"
"仅","269","305"
"封","268","315"
"算","267","343"
"米","265","387"
"银","265","367"
"列","265","301"
"维","264","306"
"冲","264","287"
"太","263","323"
"激","263","279"
"频","262","303"
"希","262","289"
"山","261","360"
"节","261","317"
"威","261","304"
"韩","260","412"
"住","260","316"
"访","260","306"
"装","259","346"
"融","259","323"
"竞","259","303"
"链","258","293"
"突","256","270"
"抗","255","291"
"占","255","291"
"卫","254","306"
"师","254","287"
"身","254","278"
"张","254","277"
"透","254","267"
"房","253","402"
"香","251","416"
"广","251","304"
"居","251","297"
"极","251","284"
"岁","250","302"
"功","248","287"
"先","248","269"
"否","248","261"
"石","247","350"
"检","246","322"
"落","246","267"
"别","246","263"
"往","245","292"
"考","245","280"
"清","245","276"
"必","245","264"
"染","244","334"
"较","244","254"
"奥","241","331"
"富","240","313"
"它","240","260"
"那","240","254"
"环","238","264"
"百","237","272"
"纪","237","267"
"遭","237","247"
"店","236","359"
"岛","236","310"
"益","236","265"
"依","236","251"
"尽","236","245"
"菲","234","343"
"苹","233","338"
"死","233","291"
"类","233","272"
"火","232","331"
"暴","232","263"
"效","231","257"
"忧","231","250"
"容","230","259"
"恢","230","250"
"负","229","259"
"旅","228","317"
"缩","228","250"
"毒","227","291"
"免","227","259"
"飞","226","319"
"监","226","260"
"剧","226","243"
"贸","225","304"
"土","225","285"
"站","225","266"
"状","225","246"
"执","225","240"
"言","223","247"
"初","223","239"
"录","222","240"
"温","221","277"
"苏","221","256"
"图","221","254"
"启","221","240"
"弹","220","293"
"号","220","266"
"具","220","239"
"针","219","235"
"牌","218","270"
"终","218","232"
"付","217","256"
"且","217","218"
"略","216","240"
"暂","216","235"
"边","214","252"
"央","213","271"
"禁","213","267"
"才","213","241"
"完","213","227"
"形","212","234"
"盟","211","278"
"亡","211","245"
"见","211","223"
"办","207","246"
"福","206","259"
"光","205","278"
"声","205","244"
"丰","204","317"
"晚","204","229"
"委","203","266"
"软","202","254"
"优","202","236"
"闻","202","219"
"护","200","236"
"苗","199","299"
"深","198","238"
"验","198","231"
"请","198","229"
"池","197","378"
"材","196","262"
"须","196","217"
"什","195","222"
"独","195","220"
"曾","194","201"
"女","192","263"
"医","192","256"
"字","192","220"
"迎","192","204"
"背","192","197"
"习","191","234"
"省","191","229"
"条","191","204"
"急","191","202"
"段","191","200"
"乎","191","197"
"却","191","194"
"老","190","243"
"评","190","204"
"又","190","193"
"杯","189","285"
"泰","189","276"
"班","189","250"
"登","189","215"
"虑","189","192"
"双","188","229"
"隔","188","224"
"稳","188","208"
"延","188","202"
"谷","187","238"
"估","187","207"
"宾","186","262"
"色","186","250"
"吉","185","240"
"松","182","226"
"轻","182","207"
"智","182","205"
"轮","182","201"
"宽","182","193"
"芯","181","288"
"似","181","187"
"汇","179","264"
"束","179","186"
"像","178","217"
"远","178","201"
"涉","177","186"
"索","175","265"
"教","175","233"
"质","175","202"
"候","175","194"
"康","174","217"
"微","174","212"
"乐","173","214"
"属","173","192"
"兴","172","198"
"追","172","191"
"爆","172","187"
"虽","172","172"
"县","171","222"
"输","171","217"
"旗","171","190"
"己","171","183"
"促","171","176"
"另","171","172"
"农","169","237"
"花","169","234"
"配","169","196"
"满","169","181"
"职","168","219"
"你","168","212"
"损","168","186"
"塔","167","200"
"润","166","241"
"债","165","272"
"话","165","192"
"昨","165","174"
"责","165","171"
"截","165","171"
"谈","164","190"
"寻","163","166"
"卖","161","194"
"街","160","182"
"伤","160","180"
"承","160","173"
"待","160","162"
"博","158","196"
"味","158","184"
"置","158","181"
"瑞","157","210"
"邦","157","180"
"端","156","183"
"挑","156","162"
"药","155","264"
"命","155","178"
"讨","155","166"
"武","154","185"
"避","154","157"
"纯","153","218"
"遇","152","160"
"衰","151","171"
"迪","150","221"
"辆","150","195"
"留","150","186"
"义","150","181"
"载","150","177"
"演","150","176"
"滑","150","172"
"库","149","191"
"林","149","185"
"诉","149","172"
"困","149","158"
"岸","148","180"
"织","148","164"
"围","148","151"
"铁","147","230"
"差","147","200"
"吸","147","162"
"干","146","185"
"胜","146","167"
"午","146","149"
"党","145","228"
"署","145","163"
"便","144","161"
"素","144","157"
"烈","144","149"
"切","144","145"
"白","143","193"
"绩","143","172"
"层","143","165"
"症","142","191"
"板","142","183"
"诊","142","177"
"络","142","169"
"群","142","163"
"申","142","161"
"膨","142","148"
"哈","141","176"
"架","141","167"
"陷","141","144"
"疗","140","178"
"移","140","162"
"神","139","169"
"盘","139","167"
"闭","139","153"
"射","138","195"
"劳","137","173"
"爱","137","161"
"写","137","140"
"燃","136","179"
"园","136","177"
"赖","136","146"
"庭","135","166"
"疑","135","149"
"弱","135","142"
"儿","134","171"
"察","134","157"
"播","134","153"
"送","134","149"
"逐","134","139"
"健","133","159"
"右","133","148"
"左","133","144"
"志","133","138"
"绝","133","137"
"订","132","186"
"盛","132","155"
"呼","132","137"
"音","131","172"
"红","131","162"
"洋","131","162"
"判","131","154"
"王","131","149"
"届","131","143"
"充","130","160"
"拜","130","144"
"迫","130","135"
"千","130","135"
"室","129","150"
"脱","128","144"
"鲜","127","196"
"伊","127","181"
"戎","127","154"
"援","127","143"
"夫","126","166"
"净","126","162"
"贷","126","161"
"诺","126","137"
"坚","126","133"
"黑","125","140"
"迹","125","131"
"拿","124","144"
"互","124","140"
"抵","124","134"
"阻","124","131"
"趋","124","126"
"贬","123","186"
"育","123","154"
"假","123","143"
"甚","123","125"
"冬","122","151"
"补","122","148"
"迷","122","139"
"照","122","134"
"攻","122","132"
"害","122","129"
"拥","122","126"
"她","121","179"
"野","121","155"
"签","121","148"
"按","121","127"
"税","120","209"
"歌","120","169"
"伯","120","143"
"座","119","130"
"恶","119","126"
"船","118","221"
"酒","117","206"
"灾","117","166"
"沙","117","159"
"龙","117","147"
"眼","117","137"
"努","117","119"
"戏","116","193"
"麦","116","185"
"萨","116","153"
"摘","116","118"
"酸","115","158"
"侵","115","124"
"副","115","122"
"朗","114","152"
"潮","114","128"
"异","114","128"
"哥","113","135"
"混","113","129"
"精","113","128"
"迅","113","123"
"败","113","122"
"餐","112","162"
"换","112","132"
"友","112","132"
"序","111","123"
"享","111","116"
"键","111","112"
"男","110","136"
"母","110","136"
"书","109","126"
"帮","109","118"
"够","109","115"
"故","108","130"
"脑","108","127"
"角","108","125"
"范","108","114"
"吗","108","113"
"朝","107","176"
"雪","107","165"
"黄","107","147"
"券","107","141"
"版","106","133"
"莫","106","119"
"峰","106","118"
"澳","105","160"
"河","105","134"
"愿","105","118"
"欢","105","114"
"适","105","112"
"胁","105","112"
"久","105","111"
"逆","104","136"
"摩","104","125"
"识","104","111"
"劲","104","111"
"乱","104","110"
"雷","103","122"
"夜","103","121"
"雄","103","114"
"顾","103","111"
"震","102","189"
"纷","102","189"
"伦","102","111"
"审","101","118"
"患","101","115"
"古","100","124"
"亲","100","110"
"顶","100","107"
"真","100","105"
"吁","100","102"
"碳","99","139"
"夏","99","118"
"驻","99","113"
"乘","99","113"
"顿","99","108"
"夺","99","107"
"距","99","106"
"吃","98","131"
"细","98","126"
"探","98","117"
"阶","98","104"
"找","98","104"
"善","98","99"
"救","97","111"
"春","97","110"
"累","97","106"
"映","97","104"
"奇","96","107"
"散","96","106"
"附","96","101"
"允","96","99"
"七","96","98"
"逊","95","124"
"云","95","120"
"借","95","100"
"粮","94","133"
"江","94","133"
"剂","94","128"
"讯","94","125"
"撤","94","107"
"修","94","104"
"障","94","103"
"础","94","96"
"纽","93","107"
"择","93","100"
"阳","92","120"
"拍","92","119"
"泛","92","96"
"末","92","96"
"兑","91","129"
"牙","91","125"
"佳","91","106"
"征","91","102"
"凌","91","99"
"著","91","96"
"尚","91","94"
"栏","91","91"
"摄","90","117"
"饮","90","111"
"归","90","100"
"株","89","117"
"洛","89","116"
"戴","89","114"
"招","89","110"
"拟","89","101"
"触","89","99"
"跟","89","94"
"佩","88","111"
"潜","88","102"
"锁","88","95"
"袭","88","95"
"晨","88","91"
"薪","87","126"
"宇","87","115"
"贴","87","111"
"含","87","91"
"八","87","87"
"画","86","118"
"村","86","118"
"驶","86","115"
"丹","86","99"
"渐","86","96"
"振","86","89"
"液","85","99"
"恐","85","96"
"违","84","93"
"逾","84","87"
"李","83","100"
"迟","83","99"
"哪","83","88"
"晶","82","126"
"曼","82","105"
"派","82","97"
"川","82","96"
"聚","82","92"
"顺","82","91"
"尤","82","83"
"耳","81","119"
"钱","81","101"
"释","81","93"
"私","81","91"
"若","81","85"
"飙","81","82"
"馆","80","117"
"码","80","99"
"返","80","92"
"隐","80","87"
"缘","80","84"
"固","79","97"
"典","79","95"
"族","79","94"
"授","79","87"
"坏","79","83"
"刻","79","83"
"宝","78","109"
"庆","78","98"
"宗","78","96"
"犯","78","95"
"雨","78","93"
"捕","78","93"
"浪","78","84"
"弃","78","83"
"鱼","77","143"
"楼","77","104"
"宫","77","100"
"吨","77","94"
"良","77","91"
"余","77","87"
"挥","77","83"
"召","77","82"
"削","77","81"
"姆","76","94"
"念","76","89"
"宜","76","84"
"杂","76","82"
"虎","75","156"
"枪","75","135"
"肉","75","114"
"罩","75","108"
"圆","75","104"
"养","75","100"
"笔","75","88"
"敦","75","79"
"倒","75","78"
"堂","74","92"
"秘","74","84"
"怎","74","78"
"梅","73","104"
"休","73","87"
"尖","73","83"
"读","73","79"
"翻","73","77"
"掌","73","77"
"熊","72","137"
"奖","72","113"
"佛","72","87"
"革","72","81"
"幕","72","79"
"述","72","76"
"嫌","71","78"
"荡","71","73"
"鲁","70","88"
"辉","70","82"
"误","70","81"
"衡","70","78"
"靠","70","76"
"听","70","76"
"廷","69","89"
"冷","69","80"
"苦","69","76"
"刺","69","72"
"拒","69","71"
"介","69","70"
"驾","68","96"
"董","68","82"
"跨","68","80"
"跳","68","75"
"卷","68","73"
"青","67","82"
"厅","67","77"
"贵","67","76"
"秋","67","76"
"课","67","75"
"思","67","73"
"予","67","70"
"般","67","67"
"木","66","98"
"坦","66","81"
"折","66","74"
"喜","66","74"
"托","66","72"
"桥","65","100"
"森","65","83"
"替","65","70"
"杀","65","68"
"绕","65","67"
"押","64","72"
"惊","64","68"
"扰","64","66"
"挫","64","65"
"旨","64","64"
"宁","63","79"
"搜","63","75"
"繁","63","67"
"钢","62","90"
"舰","62","83"
"聘","62","80"
"荷","62","74"
"洪","62","74"
"童","62","73"
"套","62","72"
"伙","62","67"
"猛","62","66"
"抑","62","65"
"阴","62","64"
"宙","61","85"
"罪","61","81"
"氧","61","80"
"觉","61","74"
"痛","61","71"
"九","61","69"
"焦","61","64"
"摆","61","62"
"呈","61","61"
"校","60","80"
"钟","60","74"
"陈","60","68"
"疾","60","66"
"披","60","65"
"综","60","63"
"碍","60","63"
"赢","60","62"
"辞","59","70"
"恩","59","69"
"沉","59","68"
"筹","59","66"
"雇","59","65"
"雅","59","65"
"某","59","64"
"伴","59","61"
"握","59","60"
"粉","58","93"
"腾","58","83"
"植","58","78"
"艘","58","75"
"贝","58","73"
"塞","58","70"
"永","58","68"
"榜","58","68"
"蒙","58","63"
"滞","58","63"
"守","58","62"
"宅","57","84"
"盈","57","68"
"瓦","57","66"
"途","57","64"
"抢","57","58"
"兼","57","58"
"刚","56","81"
"踪","56","64"
"圣","56","63"
"遍","56","57"
"乏","56","57"
"烧","55","66"
"筑","55","64"
"郑","55","63"
"慢","55","59"
"搭","55","58"
"鸡","54","117"
"牛","54","83"
"屋","54","76"
"礼","54","69"
"罚","54","65"
"镇","54","64"
"错","54","63"
"概","54","62"
"崩","54","58"
"悉","54","56"
"龄","53","71"
"卢","53","71"
"墨","53","64"
"豪","53","61"
"块","53","59"
"操","53","58"
"旧","53","54"
"竟","53","53"
"语","52","90"
"冰","52","79"
"衣","52","78"
"沃","52","66"
"励","52","64"
"跑","52","63"
"答","52","63"
"炸","52","63"
"黎","52","60"
"勒","52","58"
"旬","52","53"
"迈","52","52"
"绿","51","66"
"孩","51","64"
"泽","51","62"
"埃","51","59"
"韦","51","57"
"培","51","57"
"莱","51","56"
"简","51","53"
"遏","51","52"
"讲","51","52"
"拖","51","52"
"箱","50","76"
"籍","50","64"
"盖","50","61"
"拓","50","57"
"耗","50","55"
"鼓","50","54"
"训","50","53"
"毁","50","51"
"凸","50","51"
"抛","50","50"
"猴","49","83"
"伟","49","66"
"跃","49","55"
"暗","49","50"
"旦","49","50"
"锂","48","83"
"菜","48","77"
"矿","48","76"
"菱","48","65"
"穿","48","56"
"诞","48","55"
"裂","48","54"
"淡","48","53"
"档","48","53"
"藏","48","52"
"撑","48","51"
"疲","48","50"
"蔓","48","49"
"攀","48","48"
"葡","47","71"
"萄","47","71"
"床","47","63"
"皮","47","62"
"玩","47","59"
"虚","47","57"
"湖","47","56"
"祝","47","55"
"幸","47","55"
"帕","47","54"
"荣","47","52"
"督","47","51"
"硬","47","49"
"敌","47","49"
"宏","47","49"
"树","46","64"
"拆","46","63"
"鲍","46","58"
"玛","46","57"
"阅","46","53"
"斗","46","51"
"轨","46","50"
"肯","46","49"
"摇","46","49"
"慎","46","47"
"痘","45","77"
"镜","45","57"
"账","45","53"
"熟","45","48"
"偏","45","48"
"萎","45","47"
"罕","45","46"
"峻","45","45"
"桶","44","58"
"甲","44","57"
"仪","44","53"
"械","44","51"
"脚","44","46"
"赶","44","45"
"鉴","44","44"
"挺","44","44"
"煤","43","72"
"硅","43","62"
"彩","43","59"
"桑","43","57"
"艺","43","53"
"兵","43","53"
"锡","43","52"
"铺","43","50"
"血","43","50"
"汉","43","49"
"蒂","43","48"
"亮","43","46"
"逃","43","45"
"蓄","42","60"
"乡","42","54"
"尾","42","49"
"阵","42","48"
"遗","42","47"
"惠","42","47"
"氏","42","46"
"晋","42","46"
"绪","42","42"
"符","42","42"
"猫","41","72"
"租","41","56"
"邮","41","54"
"芬","41","54"
"泄","41","49"
"渡","41","48"
"扎","41","48"
"梦","41","46"
"杜","41","44"
"驱","41","43"
"绍","41","42"
"麻","40","65"
"圈","40","53"
"刑","40","49"
"隆","40","48"
"耐","40","48"
"谋","40","45"
"耶","40","45"
"歧","40","45"
"凯","40","45"
"怀","40","42"
"尝","40","42"
"醒","40","41"
"询","40","41"
"舞","40","41"
"唯","40","41"
"堆","39","62"
"诈","39","51"
"径","39","44"
"伐","39","43"
"庄","39","42"
"娱","39","42"
"呢","39","40"
"蛋","38","62"
"喷","38","62"
"饭","38","51"
"纸","38","51"
"伏","38","49"
"御","38","42"
"坐","38","41"
"崛","38","38"
"汤","37","62"
"肥","37","59"
"圳","37","58"
"草","37","55"
"塑","37","52"
"默","37","45"
"泡","37","45"
"讼","37","44"
"旱","37","42"
"裕","37","40"
"灭","37","40"
"浮","37","39"
"携","37","39"
"剩","37","38"
"芝","36","58"
"舟","36","51"
"父","36","42"
"枚","36","41"
"冻","36","41"
"邻","36","40"
"秀","36","40"
"练","36","38"
"扬","36","38"
"厚","36","38"
"瞄","36","37"
"掀","36","37"
"艰","36","36"
"咖","35","67"
"糖","35","55"
"茨","35","44"
"宪","35","44"
"刷","35","44"
"废","35","43"
"糕","35","42"
"亏","35","41"
"丝","35","41"
"冒","35","40"
"覆","35","38"
"暖","35","38"
"惕","35","37"
"谨","35","36"
"沿","35","36"
"逼","35","35"
"抓","35","35"
"炭","34","51"
"津","34","47"
"丽","34","46"
"趣","34","38"
"静","34","36"
"挤","34","36"
"凭","34","36"
"涌","34","35"
"既","34","35"
"贡","34","34"
"献","34","34"
"昂","34","34"
"婚","33","53"
"柬","33","51"
"疆","33","47"
"玉","33","47"
"寨","33","46"
"埔","33","46"
"井","33","42"
"巡","33","40"
"洗","33","39"
"掉","33","38"
"添","33","37"
"胡","33","36"
"赞","33","35"
"诸","33","34"
"夕","33","34"
"遵","33","33"
"丧","33","33"
"烟","32","51"
"渔","32","50"
"鸿","32","47"
"漫","32","42"
"览","32","41"
"赴","32","39"
"稀","32","39"
"忠","32","39"
"贩","32","38"
"弗","32","37"
"漏","32","36"
"阁","32","35"
"舆","32","35"
"辅","32","34"
"谁","32","34"
"敏","32","34"
"怕","32","34"
"逝","32","33"
"宿","32","33"
"箭","31","48"
"寿","31","44"
"舱","31","39"
"肖","31","37"
"杰","31","36"
"撒","31","35"
"扣","31","34"
"词","31","33"
"瓶","31","33"
"厉","31","31"
"棕","30","47"
"浓","30","40"
"罢","30","38"
"寸","30","38"
"编","30","35"
"袖","30","34"
"毫","30","34"
"募","30","34"
"淘","30","33"
"污","30","33"
"荒","30","31"
"挂","30","31"
"倾","30","30"
"恒","29","50"
"骗","29","46"
"崎","29","39"
"裔","29","36"
"欺","29","35"
"齐","29","34"
"章","29","34"
"徒","29","34"
"仓","29","34"
"乔","29","34"
"蓝","29","33"
"峡","29","32"
"番","29","31"
"曲","29","31"
"彭","29","31"
"畅","29","30"
"揭","29","30"
"敲","29","29"
"啡","28","53"
"谢","28","37"
"妇","28","37"
"溪","28","36"
"坛","28","33"
"迁","28","32"
"贺","28","32"
"赚","28","31"
"偿","28","31"
"猜","28","30"
"殊","28","30"
"戒","28","30"
"悲","28","30"
"锋","28","29"
"彻","28","29"
"糟","28","28"
"溃","28","28"
"扭","28","28"
"忙","28","28"
"忘","28","28"
"叫","28","28"
"铝","27","45"
"胎","27","43"
"胞","27","41"
"阪","27","38"
"灯","27","35"
"愈","27","35"
"啸","27","34"
"斤","27","33"
"喝","27","33"
"杨","27","30"
"弥","27","30"
"坠","27","30"
"刘","27","30"
"详","27","29"
"盾","27","29"
"堡","27","29"
"循","27","28"
"彼","27","28"
"劣","27","28"
"迄","27","27"
"虐","27","27"
"垄","27","27"
"槟","26","42"
"孟","26","39"
"婴","26","39"
"腐","26","32"
"奈","26","32"
"厘","26","32"
"骨","26","30"
"誓","26","30"
"霸","26","29"
"霍","26","29"
"毕","26","29"
"肆","26","27"
"炉","26","27"
"汰","26","27"
"铜","25","47"
"猪","25","41"
"腊","25","38"
"佐","25","33"
"甘","25","32"
"捐","25","30"
"筛","25","29"
"奢","25","29"
"誉","25","28"
"艾","25","28"
"矛","25","28"
"歉","25","27"
"抱","25","27"
"辩","25","26"
"惯","25","26"
"廉","25","26"
"吧","25","26"
"俗","25","26"
"斥","25","25"
"奶","24","52"
"鞋","24","51"
"氢","24","45"
"胶","24","38"
"酬","24","36"
"赌","24","36"
"豆","24","36"
"蔚","24","36"
"孙","24","36"
"藤","24","31"
"柔","24","31"
"炎","24","30"
"横","24","30"
"戈","24","29"
"敢","24","27"
"寒","24","27"
"逢","24","26"
"簿","24","26"
"狂","24","26"
"翁","24","25"
"秩","24","25"
"柏","24","25"
"亦","24","25"
"赤","24","24"
"谓","24","24"
"疏","24","24"
"灵","24","24"
"庞","24","24"
"堪","24","24"
"缅","23","53"
"榈","23","34"
"陶","23","33"
"炼","23","32"
"酿","23","31"
