"4gram","number of tweets","count"
"电动汽车","77","92"
"知情人士","77","83"
"苹果公司","73","83"
"人工智能","66","81"
"硅谷银行","65","74"
"中国大陆","60","68"
"数据显示","57","57"
"新冠疫情","54","55"
"首席执行","50","53"
"马来西亚","50","50"
"席执行官","49","52"
"农历新年","47","52"
"人士透露","47","47"
"加密货币","43","58"
"亿美元的","42","44"
"情人士透","41","41"
"中国经济","40","49"
"科技公司","39","42"
"中国政府","39","40"
"日本国内","37","40"
"通货膨胀","36","38"
"监管机构","36","38"
"中国国家","36","37"
"股闻天下","35","35"
"专栏记者","35","35"
"约合人民","34","37"
"合人民币","34","37"
"航空公司","33","37"
"经济增长","33","37"
"澳大利亚","33","37"
"中国市场","32","34"
"的情况下","32","32"
"尔街日报","32","32"
"华尔街日","32","32"
"以来的最","32","32"
"万亿日元","31","43"
"智能手机","31","35"
"地缘政治","31","34"
"纯电动汽","30","34"
"个百分点","29","37"
"美国政府","29","30"
"日本政府","29","30"
"美国股市","28","29"
"科技巨头","28","28"
"的半导体","27","33"
"全球经济","27","33"
"美国联邦","27","29"
"万亿美元","26","34"
"小马可斯","26","31"
"经济学家","26","29"
"银行倒闭","26","28"
"社交媒体","26","28"
"年来首次","26","27"
"越来越多","26","26"
"聊天机器","25","28"
"天机器人","25","28"
"日本企业","25","27"
"的一部分","25","25"
"在中国的","25","25"
"经济衰退","24","28"
"摩根大通","24","28"
"芯片制造","24","24"
"据知情人","24","24"
"全球最大","24","24"
"出口管制","23","30"
"的可能性","23","24"
"媒体报道","23","23"
"国家主席","23","23"
"国国家主","23","23"
"同比增长","22","25"
"伯克希尔","22","24"
"中国企业","22","24"
"国商务部","22","23"
"防疫措施","22","22"
"菲律宾总","22","22"
"竞争对手","22","22"
"律宾总统","22","22"
"席习近平","22","22"
"家主席习","22","22"
"冠病疫情","22","22"
"主席习近","22","22"
"阿里巴巴","21","27"
"车制造商","21","22"
"中美关系","21","22"
"片制造商","21","21"
"来的最高","21","21"
"南中国海","21","21"
"制造设备","21","21"
"不确定性","21","21"
"俄罗斯的","20","22"
"汽车制造","20","21"
"最高水平","20","21"
"调查显示","20","20"
"统小马可","20","20"
"的背景下","20","20"
"总统小马","20","20"
"对中国的","20","20"
"国家安全","20","20"
"初创企业","19","24"
"美国经济","19","23"
"疫情防控","19","20"
"特阿拉伯","19","20"
"沙特阿拉","19","20"
"国财政部","19","20"
"同比下降","19","20"
"公司表示","19","20"
"该公司的","19","19"
"经济复苏","19","19"
"月以来的","19","19"
"拜登政府","19","19"
"投资者对","19","19"
"宾总统小","19","19"
"加利福尼","19","19"
"利福尼亚","19","19"
"中国科技","19","19"
"访日游客","18","23"
"美国国会","18","20"
"随着中国","18","18"
"半导体设","17","22"
"来自中国","17","20"
"美国众议","17","18"
"年以来的","17","18"
"国众议院","17","18"
"达成协议","17","17"
"谷银行倒","17","17"
"福尼亚州","17","17"
"研究人员","17","17"
"的数据显","17","17"
"情人士称","17","17"
"度尼西亚","17","17"
"导体制造","17","17"
"另一方面","17","17"
"印度尼西","17","17"
"半导体制","17","17"
"导体设备","16","21"
"中国游客","16","20"
"中国公司","16","19"
"债务上限","16","18"
"第四季度","16","17"
"科技行业","16","17"
"消息人士","16","17"
"货币交易","16","16"
"春节假期","16","16"
"易委员会","16","16"
"日本经济","16","16"
"密货币交","16","16"
"半导体的","16","16"
"人士表示","16","16"
"三星电子","16","16"
"字节跳动","15","20"
"证券交易","15","17"
"中国出口","15","17"
"金融危机","15","16"
"疫情前的","15","16"
"观点认为","15","15"
"美国财政","15","15"
"美国加利","15","15"
"国加利福","15","15"
"办人郭台","15","15"
"创办人郭","15","15"
"人郭台铭","15","15"
"中国商务","15","15"
"自动驾驶","14","25"
"营业利润","14","17"
"联邦政府","14","16"
"希尔哈撒","14","16"
"尔哈撒韦","14","16"
"克希尔哈","14","16"
"个交易日","14","16"
"端半导体","14","15"
"最低水平","14","15"
"日元贬值","14","15"
"公司正在","14","15"
"重新开放","14","14"
"这意味着","14","14"
"财政部长","14","14"
"该公司将","14","14"
"罗斯总统","14","14"
"统马英九","14","14"
"的最高水","14","14"
"的加密货","14","14"
"有史以来","14","14"
"总统马英","14","14"
"币交易所","14","14"
"大型科技","14","14"
"国股市周","14","14"
"可能导致","14","14"
"分析人士","14","14"
"以来最大","14","14"
"中美对立","14","14"
"半导体产","13","15"
"价格上涨","13","15"
"近几个月","13","14"
"汽车行业","13","14"
"尖端半导","13","14"
"同比减少","13","14"
"俄乌战争","13","14"
"两家公司","13","14"
"美国科技","13","13"
"经济前景","13","13"
"的电动汽","13","13"
"特迪士尼","13","13"
"析师表示","13","13"
"投资者的","13","13"
"年第四季","13","13"
"席鲍威尔","13","13"
"布的数据","13","13"
