"5gram","number of tweets","count"
"首席执行官","39","41"
"知情人士透","39","39"
"情人士透露","39","39"
"约合人民币","30","34"
"华尔街日报","27","27"
"纯电动汽车","26","29"
"据知情人士","25","25"
"聊天机器人","21","24"
"菲律宾总统","21","21"
"统小马可斯","19","19"
"总统小马可","19","19"
"律宾总统小","18","18"
"宾总统小马","18","18"
"国国家主席","17","17"
"加利福尼亚","17","17"
"利福尼亚州","17","17"
"中国国家主","17","17"
"半导体设备","16","23"
"沙特阿拉伯","16","17"
"汽车制造商","16","17"
"谷银行倒闭","16","16"
"硅谷银行倒","16","16"
"家主席习近","16","16"
"国家主席习","16","16"
"主席习近平","16","16"
"美国众议院","15","16"
"半导体制造","15","15"
"以来的最高","15","15"
"美国股市周","14","14"
"美国加利福","14","14"
"知情人士称","14","14"
"总统马英九","14","14"
"国加利福尼","14","14"
"印度尼西亚","14","14"
"希尔哈撒韦","13","15"
"克希尔哈撒","13","15"
"伯克希尔哈","13","15"
"尖端半导体","13","14"
"美国财政部","13","13"
"的最高水平","13","13"
"密货币交易","13","13"
"华特迪士尼","13","13"
"加密货币交","13","13"
"办人郭台铭","13","13"
"创办人郭台","13","13"
"分析师表示","13","13"
"中国商务部","13","13"
"的数据显示","12","12"
"湾前总统马","12","12"
"来的最高水","12","12"
"年第四季度","12","12"
"国监管机构","12","12"
"台湾前总统","12","12"
"前总统马英","12","12"
"迪士尼公司","11","11"
"货币交易所","11","11"
"芯片制造商","11","11"
"美国监管机","11","11"
"硅谷银行的","11","11"
"的加密货币","11","11"
"电动汽车的","11","11"
"争取国民党","11","11"
"主席鲍威尔","11","11"
"半导体产业","10","12"
"美国司法部","10","11"
"美国硅谷银","10","10"
"罗斯总统普","10","10"
"知情人士说","10","10"
"的电动汽车","10","10"
"特迪士尼公","10","10"
"导体制造设","10","10"
"国硅谷银行","10","10"
"哈撒韦公司","10","10"
"俄罗斯总统","10","10"
"体制造设备","10","10"
"众议院议长","10","10"
"以来的首次","10","10"
"中国市场的","10","10"
"功率半导体","9","14"
"可再生能源","9","12"
"美联储官员","9","11"
"谷歌母公司","9","10"
"大规模裁员","9","10"
"陷入困境的","9","9"
"越来越多的","9","9"
"财年净利润","9","9"
"苹果公司的","9","9"
"美联储主席","9","9"
"的科技公司","9","9"
"的地缘政治","9","9"
"的伯克希尔","9","9"
"本经济新闻","9","9"
"日本经济新","9","9"
"斯总统普京","9","9"
"尔哈撒韦公","9","9"
"在南中国海","9","9"
"国科技巨头","9","9"
"国媒体报道","9","9"
"和智能手机","9","9"
"去年第四季","9","9"
"全球最大的","9","9"
"全球半导体","9","9"
"来自中国的","8","10"
"流媒体服务","8","9"
"鸿海创办人","8","8"
"频平台抖音","8","8"
"集团创办人","8","8"
"连续第二个","8","8"
"视频平台抖","8","8"
"联储主席鲍","8","8"
"短视频平台","8","8"
"疫情防控措","8","8"
"有观点认为","8","8"
"月以来的最","8","8"
"情防控措施","8","8"
"总统尹锡悦","8","8"
"年晚些时候","8","8"
"年以来的最","8","8"
"大型科技公","8","8"
"型科技公司","8","8"
"国经济增长","8","8"
"半导体行业","8","8"
"农历新年将","8","8"
"储主席鲍威","8","8"
"今年晚些时","8","8"
"于新冠疫情","8","8"
"中国短视频","8","8"
"中国外交部","8","8"
"中国和美国","8","8"
"个工作岗位","8","8"
"经济衰退的","7","8"
"在中国大陆","7","8"
"中国半导体","7","8"
"鸿海集团创","7","7"
"高债务上限","7","7"
"首相岸田文","7","7"
"这是该公司","7","7"
"财政部长耶","7","7"
"谷银行破产","7","7"
"该公司正在","7","7"
"西总统卢拉","7","7"
"自动驾驶技","7","7"
"脸书母公司","7","7"
"美国证券交","7","7"
"美国商务部","7","7"
"硅谷银行破","7","7"
"相岸田文雄","7","7"
"的通货膨胀","7","7"
"的新冠疫情","7","7"
"的人工智能","7","7"
"点击看视频","7","7"
"海集团创办","7","7"
"海创办人郭","7","7"
"洲周刊专区","7","7"
"根大通公司","7","7"
"未来几个月","7","7"
"有史以来最","7","7"
"最大规模的","7","7"
"新北市长侯","7","7"
"新冠疫情前","7","7"
"政部长耶伦","7","7"
"摩根大通公","7","7"
"提高债务上","7","7"
"市长侯友宜","7","7"
"巴西总统卢","7","7"
"在硅谷银行","7","7"
"在新冠疫情","7","7"
"国财政部长","7","7"
"国证券交易","7","7"
"国经济复苏","7","7"
"国短视频平","7","7"
"北市长侯友","7","7"
"动驾驶技术","7","7"
"公布的数据","7","7"
"交易委员会","7","7"
"亚洲周刊专","7","7"
"乌克兰战争","7","7"
"中国经济增","7","7"
"中国的经济","7","7"
"中国的出口","7","7"
"中国政府的","7","7"
"中国大陆的","7","7"
"汽车零部件","6","9"
"证券交易所","6","8"
"航空管理局","6","7"
"的出口管制","6","7"
"海岸警卫队","6","7"
"机床订单额","6","7"
"新能源汽车","6","7"
"摩根士丹利","6","7"
"国债收益率","6","7"
"半导体企业","6","7"
"劳动力市场","6","7"
"公司的股票","6","7"
"全球经济增","6","7"
"马英九星期","6","6"
"锂离子电池","6","6"
"行官周受资","6","6"
"脑和智能手","6","6"
"耳其和叙利","6","6"
"美国总统拜","6","6"
"统马英九星","6","6"
"科技巨头苹","6","6"
"的聊天机器","6","6"
"的应用程序","6","6"
"的农历新年","6","6"
"的不确定性","6","6"
"电脑和智能","6","6"
