"10gram","number of tweets","count"
"频平台抖音海外应用版","2","2"
"面临严重粮食不安全的","2","2"
"遭受或面临严重粮食不","2","2"
"视频平台抖音海外应用","2","2"
"菲律宾马尼拉国际机场","2","2"
"联合国世界粮食计划署","2","2"
"短视频平台抖音海外应","2","2"
"正遭受或面临严重粮食","2","2"
"或面临严重粮食不安全","2","2"
"律宾马尼拉国际机场星","2","2"
"宾马尼拉国际机场星期","2","2"
"国短视频平台抖音海外","2","2"
"国世界粮食计划署估计","2","2"
"合国世界粮食计划署估","2","2"
"受或面临严重粮食不安","2","2"
"前总统博索纳罗支持者","2","2"
"人正遭受或面临严重粮","2","2"
"临严重粮食不安全的风","2","2"
"中国短视频平台抖音海","2","2"
"严重粮食不安全的风险","2","2"
"与菲律宾总统小马可斯","2","2"
"万人正遭受或面临严重","2","2"
"齐聚在武吉加里尔柏威","1","1"
"鼓励成员国要求来自中","1","1"
"鼓励员工加快返岗复工","1","1"
"默新药将在中日欧申请","1","1"
"默多克的家族在新闻集","1","1"
"默多克的媒体帝国将继","1","1"
"黑社会问题也再次成为","1","1"
"黑名单的最早公开辩论","1","1"
"黄绿相间巴西国旗的抗","1","1"
"麻在全球已有年轻化趋","1","1"
"麦当劳向全球员工宣布","1","1"
"麦卡锡至今未获足够支","1","1"
"麦卡锡终于当选美国众","1","1"
"麦卡锡的人数没有变化","1","1"
"麦卡锡再次未能跨过赢","1","1"
"鲜蔬果与雪兰莪滨海区","1","1"
"鲜半岛紧张局势大幅升","1","1"
"鲜一架无人机上周越界","1","1"
"鲁诺花了半世纪打造了","1","1"
"高铁项目的建设工程一","1","1"
"高超音速巡航武器的俄","1","1"
"高级隐私监管机构裁定","1","1"
"高盛资产管理公司前董","1","1"
"高的共和党领袖麦卡锡","1","1"
"高法院在首都权力中心","1","1"
"高水平以压低通货膨胀","1","1"
"高档手表和珠宝饰品等","1","1"
"高度怀疑俄方停火之说","1","1"
"高峰期以来的首次单季","1","1"
"高峰与疫情感染高峰叠","1","1"
"高净值买家后可以获得","1","1"
"验的目的是让抑郁症患","1","1"
"马衍生品交易所的原棕","1","1"
"马来西亚纪录大全最多","1","1"
"马来西亚社交媒体近来","1","1"
"马来西亚各领域持续出","1","1"
"马来西亚人终其一生从","1","1"
"马斯克的个人财富大幅","1","1"
"马拉绞盘的帮助下收网","1","1"
"马州一个机场停机坪星","1","1"
"马尼拉机场管制区星期","1","1"
"马尼拉国际机场星期二","1","1"
"马尼拉国际机场星期一","1","1"
"马尼拉国际机场局开始","1","1"
"马可斯夫人丽莎参观中","1","1"
"马可斯力图扭转外界对","1","1"
"马云将放弃蚂蚁集团的","1","1"
"马云将不再持有蚂蚁集","1","1"
"马云再度走进人们的视","1","1"
"香港上市股票中的持股","1","1"
"香港上市的股票周一早","1","1"
"首阶段连接曼谷及东北","1","1"
"首都袭击事件展开调查","1","1"
"首都的建设工作正如火","1","1"
"首都的建设将加速世界","1","1"
"首都权力中心遭前总统","1","1"
"首要任务就是选出众议","1","1"
"首次迎来没有行动限制","1","1"
"首次跑赢了道琼斯指数","1","1"
"首次赴华进行国事访问","1","1"
"首次在没有任何防疫限","1","1"
"首次在日本周边观测到","1","1"
"首次单季利润同比下降","1","1"
"首卖的日本百货商场表","1","1"
"首个迎来新一年的主要","1","1"
"首个交易日的下跌幅度","1","1"
"馆街的一间待租的角头","1","1"
"馆厨师最想念的家乡味","1","1"
"饰品等奢侈品的销售强","1","1"
"餐馆厨师最想念的家乡","1","1"
"餐连锁店麦当劳向全球","1","1"
"食安全部计划向现代化","1","1"
"食安全部副部长陈泓缣","1","1"
