"2gram","number of tweets","count"
"务的","77","80"
"有望","77","78"
"国科","77","78"
"和其","77","77"
"学生","76","102"
"支付","76","97"
"最低","76","88"
"健康","76","88"
"份额","76","86"
"财政","76","85"
"因素","76","83"
"面向","76","81"
"机的","76","80"
"成了","76","79"
"地的","76","79"
"会上","76","79"
"与美","76","79"
"成的","76","78"
"区的","76","78"
"重大","76","77"
"要的","76","77"
"处于","76","77"
"菲特","75","121"
"巴菲","75","121"
"机器","75","100"
"加密","75","98"
"水排","75","96"
"出售","75","85"
"商务","75","84"
"暂停","75","81"
"公开","75","81"
"一度","75","80"
"降低","75","79"
"多人","75","78"
"反对","75","78"
"今后","75","78"
"的行","75","77"
"而且","75","76"
"最终","75","76"
"引起","75","76"
"实际","75","76"
"趋势","75","75"
"国官","75","75"
"加沙","74","104"
"马逊","74","101"
"申请","74","96"
"机场","74","95"
"零售","74","84"
"指控","74","82"
"运营","74","80"
"策略","74","79"
"改变","74","79"
"比上","74","78"
"在内","74","78"
"用的","74","77"
"能够","74","74"
"况下","74","74"
"补贴","73","103"
"斯坦","73","96"
"零部","73","95"
"法国","73","87"
"对华","73","80"
"车的","73","77"
"新元","73","77"
"生的","73","75"
"就是","73","75"
"创始","73","75"
"的合","73","74"
"发表","73","74"
"天下","73","73"
"外的","73","73"
"企業","72","132"
"航班","72","91"
"向中","72","77"
"参与","72","77"
"国总","72","74"
"发的","72","74"
"面的","72","73"
"避免","72","73"
"一起","72","73"
"的首","72","72"
"排海","71","101"
"密货","71","92"
"制裁","71","86"
"国商","71","78"
"速度","71","77"
"不可","71","77"
"年同","71","76"
"办公","71","76"
"口的","71","75"
"相当","71","74"
"迹象","71","73"
"全部","71","73"
"在新","71","72"
"只有","71","72"
"日前","71","71"
"帮助","71","71"
"因是","71","71"
"前总","71","71"
"产量","70","85"
"动车","70","81"
"鸿海","70","77"
"双方","70","77"
"能在","70","72"
"的问","70","72"
"的海","70","72"
"样的","70","72"
"机会","70","72"
"冠疫","70","72"
"这项","70","71"
"也有","70","71"
"此举","70","70"
"并不","70","70"
"写道","70","70"
"人口","69","91"
"台风","69","87"
"郭台","69","86"
"涨幅","69","85"
"售额","69","84"
"推进","69","77"
"济学","69","75"
"基本","69","74"
"合人","69","74"
"的不","69","72"
"日益","69","71"
"感到","69","71"
"最后","69","70"
"国一","69","70"
"器人","68","92"
"台铭","68","85"
"日企","68","84"
"的销","68","72"
"整体","68","72"
"完全","68","72"
"南部","68","72"
"具有","68","71"
"始人","68","70"
"加速","68","70"
"片制","68","69"
"几乎","68","69"
"也不","68","68"
"越南","67","119"
"黄金","67","113"
"亚迪","67","111"
"基地","67","88"
"家庭","67","83"
"年轻","67","82"
"本政","67","73"
"传统","67","72"
"最多","67","70"
"接近","67","70"
"性的","67","70"
"经历","67","68"
"在今","67","68"
"司在","67","68"
"发言","67","68"
"范围","67","67"
"的方","67","67"
"日在","67","67"
"倒闭","66","79"
"万元","66","77"
"谷银","66","75"
"南亚","66","74"
"它们","66","73"
"在北","66","72"
"各国","66","71"
"两家","66","71"
"的外","66","69"
"批准","66","69"
"打击","66","69"
"巨大","66","69"
"交媒","66","69"
"难以","66","68"
"国最","66","68"
"行了","66","67"
"人死","66","67"
"栏记","66","66"
"席习","66","66"
"于中","66","66"
"晶片","65","94"
"软件","65","87"
"春节","65","78"
"下调","65","74"
"国防","65","72"
"动力","65","72"
"母公","65","67"
"化的","65","67"
"关于","65","67"
"动的","65","66"
"闻天","65","65"
"股闻","65","65"
"纷纷","65","65"
"明显","65","65"
"就业","64","82"
"亿元","64","81"
"核电","64","78"
"比例","64","75"
"导人","64","72"
"和平","64","72"
"管机","64","68"
"国会","64","68"
"的技","64","67"
"地位","64","67"
"的预","64","66"
"削减","64","66"
"直接","64","65"
"士称","64","65"
"近年","64","64"
"看到","64","64"
"但在","64","64"
"他的","64","64"
"净利","63","78"
"百分","63","77"
"初创","63","75"
"纯电","63","73"
"澳大","63","71"
"一代","63","71"
"农历","63","70"
"功能","63","69"
"允许","63","69"
"局势","63","68"
"技公","63","67"
"完成","63","67"
"冲击","63","67"
"年内","63","65"
"三个","63","65"
"经过","63","63"
"和美","63","63"
"两年","63","63"
"游戏","62","103"
"飞机","62","83"
"文化","62","78"
"电力","62","75"
"在华","62","73"
"国出","62","69"
"中央","62","69"
"通货","62","67"
"创出","62","67"
"投入","62","66"
"低于","62","66"
"的信","62","65"
"反弹","62","65"
"的市","62","64"
"几个","62","64"
"部的","62","63"
"时候","62","63"
"对此","62","62"
"位于","62","62"
"排放","61","86"
"生成","61","74"
"衰退","61","73"
"本企","61","72"
"阿拉","61","69"
"南中","61","69"
"比下","61","68"
"伙伴","61","68"
"万美","61","68"
"突破","61","66"
"务部","61","66"
"加入","61","65"
"膨胀","61","64"
"法律","61","64"
"十年","61","64"
"作用","61","64"
"附近","61","63"
"了解","61","63"
"欢迎","61","62"
"为这","61","62"
"人郭","61","61"
"谈判","60","67"
"警方","60","67"
"的商","60","66"
"续第","60","65"
"信心","60","65"
"的竞","60","64"
"条件","60","64"
"提升","60","63"
"争议","60","63"
"也将","60","62"
"状况","60","61"
"年将","60","61"
"域的","60","61"
"之外","60","61"
"日报","60","60"
"年中","60","60"
"一系","60","60"
"采购","59","71"
"气候","59","69"
"北部","59","69"
"党总","59","67"
"地缘","59","65"
"盛顿","59","62"
"的可","59","62"
"华盛","59","62"
"承诺","59","61"
"好的","59","61"
"涉及","59","60"
"定的","59","60"
"年初","59","59"
"沙特","58","91"
"厂商","58","74"
"收益","58","68"
"车制","58","65"
"禁令","58","63"
"的加","58","63"
"在野","58","63"
"下午","58","63"
"的企","58","62"
"月底","58","62"
"技巨","58","60"
"当前","58","60"
"三年","58","59"
"的政","58","58"
"心的","58","58"
"了这","58","58"
"阿里","57","93"
"美國","57","89"
"债务","57","71"
"候选","57","68"
"运动","57","67"
"情前","57","67"
"标准","57","65"
"政部","57","65"
"易所","57","63"
"声明","57","63"
"高级","57","62"
"升级","57","61"
"出新","57","59"
"量的","57","58"
"越多","57","58"
"更新","57","58"
"是美","57","58"
"至今","57","57"
"的两","57","57"
"斯克","56","73"
"电商","56","68"
"人类","56","68"
"团队","56","67"
"营业","56","66"
"选举","56","64"
"电站","56","64"
"的水","56","62"
"历新","56","61"
"中共","56","61"
"的通","56","58"
"有人","56","58"
"提振","56","58"
"反映","56","58"
"会面","56","58"
"言人","56","57"
"批评","56","57"
"不再","56","57"
"飙升","56","56"
"缓解","56","56"
"的原","56","56"
"病疫","56","56"
"广泛","56","56"
"前往","56","56"
"无人","55","77"
"汇率","55","74"
"动物","55","74"
"在印","55","73"
"财年","55","70"
"人才","55","69"
"贷款","55","63"
"劳动","55","61"
"持有","55","60"
"多个","55","59"
"一样","55","58"
"货膨","55","57"
"家公","55","57"
"商的","55","57"
"会的","55","57"
"一轮","55","57"
"的背","55","56"
"打造","55","56"
"多地","55","56"
"还将","55","55"
"尤其","55","55"
"加快","55","55"
"访日","54","73"
"入境","54","73"
"新款","54","67"
"日经","54","65"
"峰会","54","64"
"美股","54","63"
"售价","54","63"
"的半","54","62"
"小马","54","61"
"议员","54","60"
"本地","54","60"
"大使","54","59"
"的业","54","58"
"卫生","54","58"
"能否","54","57"
"以后","54","57"
"三大","54","57"
"高水","54","56"
"交通","54","56"
"一部","54","56"
"等地","54","55"
"的计","54","55"
"在南","54","55"
"变得","54","55"
"争对","54","55"
"了美","54","55"
"一定","54","55"
"过了","54","54"
"负责","54","54"
"国将","54","54"
"但是","54","54"
"会在","54","54"
"水产","53","82"
"两岸","53","69"
"成式","53","64"
"起诉","53","60"
"研发","53","60"
"拉伯","53","60"
"对象","53","60"
"资源","53","59"
"第四","53","58"
"的成","53","56"
"局面","53","56"
"阶段","53","55"
"特别","53","55"
"每年","53","55"
"期待","53","55"
"恶化","53","55"
"容易","53","55"
"大部","53","55"
"制定","53","55"
"日起","53","54"
"将从","53","54"
"家中","53","54"
"多家","53","54"
"据报","53","53"
"及其","53","53"
"促进","53","53"
"电影","52","87"
"三星","52","75"
"广告","52","72"
"哈马","52","72"
"地震","52","68"
"口管","52","68"
"国游","52","67"
"发射","52","66"
"金属","52","59"
"假期","52","58"
"快速","52","56"
"学者","52","56"
"多数","52","55"
"国联","52","55"
"那么","52","54"
"走高","52","54"
"的交","52","54"
"术的","52","54"
"更加","52","54"
"年第","52","54"
"先进","52","54"
"国有","52","53"
"称为","52","52"
"确保","52","52"
"破坏","52","52"
"数百","52","52"
"体报","52","52"
"上最","52","52"
"一半","52","52"
"里巴","51","67"
"应商","51","61"
"马可","51","59"
"量增","51","59"
"证券","51","59"
"统参","51","59"
"法院","51","59"
"可斯","51","59"
"电脑","51","58"
"财报","51","57"
"袭击","51","56"
"内容","51","56"
"缘政","51","55"
"海域","51","55"
"主导","51","55"
"爆发","51","53"
"视为","51","52"
"的增","51","52"
"士说","51","52"
"国等","51","52"
"了对","51","52"
"转向","51","51"
"街日","51","51"
"着中","51","51"
"史上","51","51"
"分之","51","51"
"了中","51","51"
"燃料","50","71"
"车企","50","70"
"伊朗","50","70"
"感染","50","68"
"巴巴","50","66"
"医疗","50","65"
"贬值","50","60"
"大会","50","57"
"统计","50","55"
"短缺","50","55"
"合国","50","55"
"事长","50","55"
"这两","50","53"
"未能","50","53"
"的基","50","52"
"涉嫌","50","52"
"开展","50","52"
"工程","50","52"
"程序","50","51"
"的能","50","51"
"的机","50","51"
"入了","50","51"
"从中","50","51"
"仍然","50","51"
"人在","50","51"
"下一","50","51"
"能的","50","50"
"有助","50","50"
"府的","50","50"
"升至","50","50"
"加大","50","50"
"运输","49","70"
"巴西","49","67"
"勒斯","49","64"
"普京","49","63"
"个百","49","62"
"股份","49","59"
"工人","49","59"
"支出","49","58"
"中东","49","57"
"空间","49","56"
"财务","49","55"
"的支","49","55"
"有限","49","55"
"发动","49","55"
"资本","49","54"
"盈利","49","53"
"本将","49","52"
"中方","49","52"
"高于","49","51"
"超级","49","51"
"建议","49","51"
"全年","49","51"
"状态","49","50"
"成员","49","50"
"证实","49","49"
"能是","49","49"
"必要","49","49"
"年后","49","49"
"外界","49","49"
"到的","49","49"
"治疗","48","63"
"巴勒","48","63"
"纽约","48","57"
"万日","48","57"
"物价","48","56"
"斯的","48","54"
"对话","48","54"
"对日","48","54"
"摩根","48","53"
"自中","48","52"
"海岸","48","52"
"沙地","48","52"
"欧美","48","52"
"年全","48","52"
"居民","48","52"
"农业","48","52"
"首都","48","51"
"紧急","48","51"
"区域","48","51"
"的目","48","50"
"正常","48","50"
"方的","48","50"
"的资","48","49"
"的比","48","49"
"激烈","48","49"
"普遍","48","49"
"得到","48","49"
"尼亚","48","49"
"将是","48","49"
"司将","48","49"
"前在","48","49"
"关的","48","49"
"作出","48","49"
"件的","48","49"
"于美","48","49"
"违反","48","48"
"的对","48","48"
"的利","48","48"
"热门","48","48"
"数十","48","48"
"以外","48","48"
"不足","48","48"
"一的","48","48"
"一天","48","48"
"自动","47","66"
"财季","47","61"
"众党","47","60"
"友宜","47","58"
"侯友","47","58"
"排在","47","55"
"体制","47","53"
"俄乌","47","51"
"采用","47","50"
"在东","47","50"
"国财","47","50"
"观点","47","49"
"综合","47","49"
"签署","47","49"
"斯总","47","49"
"才能","47","49"
"大多","47","49"
"出席","47","49"
"这将","47","48"
"计的","47","48"
"行长","47","48"
"罕见","47","48"
"月来","47","48"
"变成","47","48"
"前一","47","48"
"都是","47","47"
"知名","47","47"
"济的","47","47"
"日的","47","47"
"困境","47","47"
"到中","47","47"
"本田","46","81"
"检测","46","64"
"荷兰","46","61"
"国债","46","61"
"分点","46","60"
"延长","46","56"
"共和","46","55"
"月下","46","54"
"尖端","46","54"
"年代","46","52"
"地带","46","51"
"举办","46","51"
"突然","46","50"
"空公","46","50"
"年增","46","50"
"重启","46","48"
"遭遇","46","48"
"的科","46","48"
"的年","46","48"
"本月","46","48"
"有所","46","48"
"息人","46","48"
"在上","46","48"
"公室","46","48"
"高达","46","47"
"道称","46","47"
"逐渐","46","47"
"议的","46","47"
"来了","46","47"
"有很","46","47"
"宾总","46","47"
"定性","46","47"
"为一","46","47"
"不要","46","47"
"遭到","46","46"
"者对","46","46"
"的同","46","46"
"景下","46","46"
"型的","46","46"
"原油","45","65"
"富士","45","63"
"议院","45","58"
"市場","45","58"
"债券","45","58"
"旅客","45","57"
"民进","45","55"
"诉讼","45","54"
"大国","45","52"
"会谈","45","52"
"控股","45","51"
"现实","45","50"
"工具","45","50"
"防部","45","49"
"能性","45","49"
"岁的","45","49"
"天气","45","49"
"优势","45","49"
"分别","45","48"
"而言","45","47"
"的财","45","47"
"是日","45","47"
"失去","45","47"
"阻止","45","46"
"计将","45","46"
"知道","45","46"
"的收","45","46"
"举措","45","46"
"为何","45","46"
"这场","45","45"
"统普","45","45"
"的前","45","45"
"如此","45","45"
"国媒","45","45"
"依然","45","45"
"耳其","44","64"
"土耳","44","64"
"柯文","44","55"
"文哲","44","55"
"进党","44","54"
"轻人","44","53"
"破产","44","53"
"攻击","44","53"
"垄断","44","53"
"一方","44","53"
"厂的","44","52"
"疾病","44","51"
"文件","44","51"
"事故","44","51"
"储备","44","50"
"聊天","44","49"
"模式","44","49"
"公里","44","49"
"超越","44","48"
"自由","44","48"
"股指","44","48"
"的金","44","48"
"涨势","44","48"
"洲的","44","48"
"内部","44","48"
"公民","44","48"
"伯克","44","48"
"标志","44","47"
"展示","44","47"
"国务","44","47"
"受访","44","47"
"是因","44","46"
"在国","44","46"
"副总","44","46"
"个国","44","46"
"起来","44","45"
"资的","44","45"
"被认","44","45"
"的研","44","45"
"的战","44","45"
"的分","44","45"
"的三","44","45"
"疲软","44","45"
"带动","44","45"
"尚未","44","45"
"困难","44","45"
"和日","44","45"
"任务","44","45"
"人受","44","45"
"上午","44","45"
"统小","44","44"
"的总","44","44"
"构成","44","44"
"成一","44","44"
"年年","44","44"
"增强","44","44"
"只是","44","44"
"受伤","44","44"
"即使","44","44"
"促使","44","44"
"乐观","44","44"
"临的","44","44"
"京都","43","66"
"订单","43","63"
"女性","43","62"
"造业","43","52"
"球经","43","50"
"家电","43","50"
"行情","43","49"
"重组","43","48"
"协会","43","47"
"的开","43","46"
"方法","43","46"
"改革","43","46"
"岛核","43","46"
"确认","43","45"
"损失","43","45"
"场上","43","45"
"在大","43","45"
"国之","43","45"
"围绕","43","45"
"员的","43","45"
"这次","43","44"
"近几","43","44"
"机制","43","44"
"年里","43","44"
"将成","43","44"
"天的","43","44"
"备的","43","44"
"境的","43","44"
"估计","43","44"
"为美","43","44"
"业者","43","44"
"直在","43","43"
"湾在","43","43"
"在经","43","43"
