"9gram","number of tweets","count"
"菲律宾总统小马可斯","8","8"
"中国国家主席习近平","8","8"
"伯克希尔哈撒韦公司","7","7"
"谷的数百个工作岗位","3","3"
"美国证券交易委员会","3","3"
"美国联邦航空管理局","3","3"
"美国国家航空航天局","3","3"
"硅谷的数百个工作岗","3","3"
"日元贬值和资源价格","3","3"
"巴西前总统博索纳罗","3","3"
"工作委员会办公室主","3","3"
"委员会办公室主任王","3","3"
"央外事工作委员会办","3","3"
"外事工作委员会办公","3","3"
"国国家主席习近平会","3","3"
"员会办公室主任王毅","3","3"
"作委员会办公室主任","3","3"
"人工智能聊天机器人","3","3"
"事工作委员会办公室","3","3"
"中央外事工作委员会","3","3"
"中国短视频平台抖音","3","3"
"下伯克希尔哈撒韦公","3","3"
"高或暂停美国联邦借","2","2"
"高于公司较早前宣布","2","2"
"马尼拉国际机场星期","2","2"
"首次有公众人士入场","2","2"
"频平台抖音海外应用","2","2"
"项费用的资金可能最","2","2"
"韩航空公司一架载有","2","2"
"韦公司去年第四季度","2","2"
"面临严重粮食不安全","2","2"
"需要着手再次提高或","2","2"
"集团成立了一只基金","2","2"
"随着中国重新开放的","2","2"
"际从月球发回最新照","2","2"
"阿里巴巴创办人马云","2","2"
"银行硅谷银行金融集","2","2"
"量高于公司较早前宣","2","2"
"重要地盘将为美军提","2","2"
"重粮食不安全的风险","2","2"
"重新开放的积极作用","2","2"
"邦政府支付各项费用","2","2"
"遭受或面临严重粮食","2","2"
"迪士尼乐园仍很少看","2","2"
"这些重要地盘将为美","2","2"
"这个世界第二大经济","2","2"
"过其他地方利率上升","2","2"
"较早前宣布的裁员数","2","2"
"车在兔年来临之际从","2","2"
"费用的资金可能最快","2","2"
"贬值和资源价格走高","2","2"
"访日游在寂静中重启","2","2"
"视频平台抖音海外应","2","2"
"视中国在南海和台湾","2","2"
"要着手再次提高或暂","2","2"
"要地盘将为美军提供","2","2"
"西兰最大城市奥克兰","2","2"
"裁撤位于加利福尼亚","2","2"
"衰退隐现的负面影响","2","2"
"行社及在线旅游企业","2","2"
"行硅谷银行金融集团","2","2"
"菲特旗下伯克希尔哈","2","2"
"菲律宾马尼拉国际机","2","2"
"芯片巨头英特尔公司","2","2"
"股票会成为投资亮点","2","2"
"联邦政府支付各项费","2","2"
"联合国世界粮食计划","2","2"
"美国食品和药物管理","2","2"
"美国芯片巨头英特尔","2","2"
"美国联邦政府支付各","2","2"
"美国国会需要着手再","2","2"
"美国商业银行硅谷银","2","2"
"美国加利福尼亚州北","2","2"
"美国众议院议长选举","2","2"
"美军提供一个前沿据","2","2"
"罗的海沿岸沉没的船","2","2"
"紧急疏散机上所有人","2","2"
"米集团成立了一只基","2","2"
"称可能将特斯拉私有","2","2"
"积极作用盖过其他地","2","2"
"福尼亚州硅谷的数百","2","2"
"破产的加密货币交易","2","2"
"短视频平台抖音海外","2","2"
"着手再次提高或暂停","2","2"
"着中国重新开放的积","2","2"
"看到中国游客的身影","2","2"
"盘将为美军提供一个","2","2"
"盖过其他地方利率上","2","2"
"监视中国在南海和台","2","2"
"的空中任务通知系统","2","2"
"的积极作用盖过其他","2","2"
"的海沿岸沉没的船只","2","2"
"的伯克希尔哈撒韦公","2","2"
"疫情前的盛况相去甚","2","2"
"由于日元贬值和资源","2","2"
"由两党参议员组成的","2","2"
"田机场和迪士尼乐园","2","2"
"用盖过其他地方利率","2","2"
"用的资金可能最快在","2","2"
"瑞典波罗的海沿岸沉","2","2"
"理兼财政部长黄循财","2","2"
"球车在兔年来临之际","2","2"
"球主要大国关系良好","2","2"
"现较大规模疫情反弹","2","2"
"现了一个保存完好的","2","2"
"率上升和衰退隐现的","2","2"
"特旗下伯克希尔哈撒","2","2"
"湾积体电路制造公司","2","2"
"海沿岸沉没的船只残","2","2"
"海和台湾周围的活动","2","2"
"波罗的海沿岸沉没的","2","2"
"泛地下决心说今后要","2","2"
"沿岸沉没的船只残骸","2","2"
"水产品和食品的出口","2","2"
"正遭受或面临严重粮","2","2"
"次有公众人士入场的","2","2"
"次提高或暂停美国联","2","2"
"林水产品和食品的出","2","2"
"极作用盖过其他地方","2","2"
"来临之际从月球发回","2","2"
"条简单的规则更有效","2","2"
"机场和迪士尼乐园仍","2","2"
"术人员在所有就业者","2","2"
"本农林水产品和食品","2","2"
"有就业者中的占比方","2","2"
"有史以来最大规模的","2","2"
"有公众人士入场的农","2","2"
"月球车在兔年来临之","2","2"
"暂停美国联邦借款上","2","2"
"早前宣布的裁员数量","2","2"
"日本农林水产品和食","2","2"
"旗下伯克希尔哈撒韦","2","2"
"旅行社及在线旅游企","2","2"
"方利率上升和衰退隐","2","2"
"新西兰最大城市奥克","2","2"
"新开放的积极作用盖","2","2"
"新建商品住宅销售价","2","2"
"文称可能将特斯拉私","2","2"
"数量高于公司较早前","2","2"
"政府支付各项费用的","2","2"
"放的积极作用盖过其","2","2"
"支付各项费用的资金","2","2"
"撤位于加利福尼亚州","2","2"
"撒韦公司去年第四季","2","2"
"提高或暂停美国联邦","2","2"
"推文称可能将特斯拉","2","2"
"接受日经采访时表示","2","2"
"投资于中国芯片行业","2","2"
"技术人员在所有就业","2","2"
"手再次提高或暂停美","2","2"
"所有就业者中的占比","2","2"
"或面临严重粮食不安","2","2"
"或暂停美国联邦借款","2","2"
"成田机场和迪士尼乐","2","2"
"情前的盛况相去甚远","2","2"
"总统博索纳罗支持者","2","2"
"总理兼财政部长黄循","2","2"
"急疏散机上所有人员","2","2"
"得美国国会需要着手","2","2"
"律宾马尼拉国际机场","2","2"
"很少看到中国游客的","2","2"
"开放的积极作用盖过","2","2"
"建商品住宅销售价格","2","2"
"府支付各项费用的资","2","2"
"年来临之际从月球发","2","2"
"年前在瑞典波罗的海","2","2"
"年中国股票会成为投","2","2"
"年上半年中国股票会","2","2"
"平台抖音海外应用版","2","2"
"希尔哈撒韦公司去年","2","2"
"巴菲特旗下伯克希尔","2","2"
"州硅谷的数百个工作","2","2"
"岸沉没的船只残骸中","2","2"
"尼亚州硅谷的数百个","2","2"
"尼乐园仍很少看到中","2","2"
"就业者中的占比方面","2","2"
"尔哈撒韦公司去年第","2","2"
"少看到中国游客的身","2","2"
"小米集团成立了一只","2","2"
"将投资于中国芯片行","2","2"
"将为美军提供一个前","2","2"
"对华半导体出口管制","2","2"
"宾马尼拉国际机场星","2","2"
"宽泛地下决心说今后","2","2"
"定几条简单的规则更","2","2"
"如果中国经济增长率","2","2"
"如制定几条简单的规","2","2"
"大韩航空公司一架载","2","2"
"多年前在瑞典波罗的","2","2"
"士尼乐园仍很少看到","2","2"
"士入场的农历新年赛","2","2"
