"1gram","number of tweets","count"
"遏","38","40"
"赶","38","39"
"稀","37","63"
"楼","37","54"
"跳","37","46"
"蒙","37","42"
"玩","37","41"
"缘","37","40"
"暖","37","40"
"阴","37","39"
"押","37","37"
"凸","37","37"
"树","36","55"
"雪","36","51"
"塑","36","50"
"屏","36","47"
"穿","36","46"
"训","36","44"
"恩","36","43"
"培","36","43"
"荷","36","39"
"旬","36","38"
"挫","36","38"
"抛","36","38"
"沃","35","48"
"墨","35","45"
"九","35","43"
"练","35","42"
"浅","35","41"
"栓","35","41"
"佛","35","41"
"筹","35","40"
"父","35","40"
"耐","35","39"
"宁","35","39"
"覆","35","38"
"综","35","37"
"虐","35","35"
"蔓","35","35"
"钢","34","66"
"堂","34","55"
"蓄","34","50"
"皮","34","46"
"姆","34","44"
"粉","34","41"
"宜","34","40"
"赐","34","38"
"怀","34","38"
"掉","34","35"
"拖","34","35"
"鉴","34","34"
"丝","33","48"
"挖","33","47"
"庆","33","45"
"耗","33","42"
"宫","33","41"
"旺","33","40"
"薪","33","39"
"梅","33","39"
"披","33","39"
"斗","33","37"
"搁","33","36"
"伴","33","36"
"朋","33","35"
"径","33","35"
"折","33","34"
"肆","33","33"
"亮","33","33"
"腾","32","47"
"圆","32","45"
"耳","32","43"
"罪","32","42"
"筑","32","40"
"符","32","38"
"雇","32","37"
"兵","32","37"
"籍","32","35"
"瓶","32","35"
"沉","32","35"
"概","32","33"
"幸","32","33"
"迄","32","32"
"怕","32","32"
"予","32","32"
"滴","31","83"
"豆","31","50"
"枪","31","46"
"煤","31","45"
"艘","31","37"
"烧","31","37"
"轨","31","35"
"赚","31","35"
"淡","31","34"
"绪","31","33"
"狂","31","33"
"洛","31","33"
"惠","31","33"
"典","31","32"
"遍","31","31"
"督","31","31"
"氢","30","65"
"胞","30","43"
"舟","30","40"
"咖","30","39"
"雅","30","38"
"偏","30","36"
"邻","30","35"
"盈","30","35"
"仓","30","35"
"坛","30","34"
"浮","30","33"
"旦","30","33"
"寒","30","31"
"猛","30","30"
"叶","30","30"
"董","29","40"
"甲","29","40"
"渔","29","40"
"镜","29","38"
"屋","29","38"
"佩","29","38"
"宇","29","37"
"茨","29","34"
"毫","29","34"
"兼","29","33"
"荡","29","32"
"毁","29","32"
"既","29","29"
"峻","29","29"
"癌","28","59"
"鸡","28","42"
"拆","28","40"
"贩","28","39"
"亏","28","37"
"隆","28","36"
"喷","28","36"
"井","28","36"
"贫","28","32"
"渡","28","32"
"番","28","31"
"颈","28","30"
"词","28","30"
"炎","28","30"
"抱","28","30"
"章","28","29"
"歧","28","29"
"醒","28","28"
"艰","28","28"
"殊","28","28"
"攀","28","28"
"挤","28","28"
"麻","27","38"
"婚","27","38"
"洗","27","37"
"污","27","32"
"桥","27","32"
"裕","27","31"
"逃","27","29"
"慕","27","29"
"抑","27","28"
"凭","27","28"
"遵","27","27"
"暗","27","27"
"糖","26","41"
"赔","26","39"
"堡","26","36"
"虚","26","35"
"辑","26","32"
"胡","26","31"
"炸","26","31"
"阁","26","30"
"祝","26","30"
"柏","26","30"
"坐","26","30"
"灵","26","29"
"涌","26","29"
"慎","26","29"
"痛","26","28"
"尝","26","28"
"秒","26","27"
"揭","26","27"
"惯","26","27"
"尾","26","27"
"圈","26","27"
"削","26","27"
"熊","25","49"
"纸","25","40"
"伏","25","39"
"阪","25","37"
"租","25","37"
"寸","25","34"
"啡","25","34"
"葡","25","33"
"萄","25","33"
"捐","25","32"
"堆","25","32"
"乌","25","31"
"黎","25","30"
"津","25","30"
"宏","25","30"
"齐","25","29"
"洁","25","29"
"草","25","27"
"扬","25","27"
"晨","25","26"
"昂","25","26"
"沿","25","25"
"携","25","25"
"唯","25","25"
"汤","24","42"
"裔","24","41"
"菱","24","34"
"曲","24","32"
"蓝","24","29"
"赞","24","28"
"赴","24","27"
"碰","24","26"
"拓","24","26"
"刷","24","26"
"刊","24","26"
"谨","24","25"
"敏","24","25"
"挺","24","25"
"御","24","25"
"谓","24","24"
"伐","24","24"
"丁","24","24"
"陶","23","39"
"硅","23","39"
"湖","23","35"
"蚂","23","34"
"蚁","23","34"
"炭","23","34"
"饭","23","33"
"疆","23","32"
"账","23","31"
"玛","23","30"
"扫","23","29"
"聘","23","28"
"珠","23","28"
"藏","23","27"
"唱","23","27"
"镇","23","26"
"脚","23","26"
"脏","23","26"
"残","23","26"
"帕","23","26"
"娱","23","26"
"册","23","26"
"递","23","25"
"辞","23","25"
"辛","23","25"
"畅","23","24"
"详","23","23"
"猫","22","43"
"鸿","22","34"
"械","22","30"
"喝","22","29"
"肺","22","28"
"妇","22","27"
"玉","22","26"
"犹","22","26"
"档","22","26"
"摇","22","26"
"抓","22","26"
"愈","22","26"
"宿","22","25"
"舞","22","24"
"杨","22","24"
"忙","22","24"
"舆","22","23"
"彭","22","23"
"刘","22","22"
"洞","21","28"
"毛","21","27"
"秀","21","26"
"页","21","25"
"赏","21","25"
"讼","21","24"
"酬","21","23"
"拼","21","23"
"彩","21","23"
"募","21","23"
"伙","21","23"
"献","21","22"
"炉","21","22"
"撑","21","22"
"尺","21","22"
"勇","21","22"
"冒","21","22"
"乡","21","22"
"韦","21","21"
"铺","21","21"
"趣","21","21"
"添","21","21"
"柴","21","21"
"惕","21","21"
"丧","21","21"
"胎","20","33"
"粮","20","33"
"郑","20","30"
"刀","20","29"
"邮","20","28"
"漏","20","26"
"殖","20","26"
"婴","20","26"
"礼","20","25"
"卢","20","24"
"兑","20","24"
"诗","20","22"
"杰","20","21"
"帝","20","21"
"咨","20","21"
"裂","20","20"
"篇","20","20"
"楚","20","20"
"崛","20","20"
"堪","20","20"
"倾","20","20"
"仿","20","20"
"虎","19","30"
"纤","19","30"
"瓜","19","29"
"沫","19","28"
"蔡","19","24"
"灯","19","24"
"框","19","24"
"宙","19","23"
"锦","19","22"
"郎","19","21"
"扎","19","21"
"诸","19","20"
"泽","19","20"
"晓","19","20"
"崩","19","20"
"阵","19","19"
"牵","19","19"
"渠","19","19"
"横","19","19"
"敲","19","19"
"敢","19","19"
"扮","19","19"
"岗","19","19"
"槟","18","35"
"骨","18","28"
"箭","18","28"
"寿","18","27"
"妆","18","27"
"毅","18","26"
"衰","18","23"
"胶","18","23"
"奈","18","22"
"塌","18","22"
"兆","18","22"
"嫌","18","20"
"凌","18","20"
"仪","18","20"
"锐","18","19"
"糕","18","19"
"穷","18","19"
"疏","18","19"
"烦","18","19"
"描","18","19"
"伸","18","19"
"丢","18","19"
"肌","18","18"
"瞄","18","18"
"廉","18","18"
"吧","18","18"
"捷","17","23"
"鲍","17","21"
"祖","17","21"
"迁","17","20"
"盒","17","20"
"珍","17","20"
"浓","17","20"
"旋","17","20"
"搜","17","20"
"赫","17","19"
"怪","17","19"
"静","17","18"
"逼","17","18"
"贡","17","18"
"览","17","18"
"荒","17","18"
"滥","17","18"
"氏","17","18"
"斥","17","18"
"戒","17","18"
"忘","17","18"
"循","17","18"
"圳","17","18"
"劣","17","17"
"伍","17","17"
"孟","16","26"
"遥","16","23"
"凤","16","23"
"赠","16","22"
"偷","16","22"
"魔","16","21"
"巡","16","21"
"姓","16","21"
"勃","16","21"
"赵","16","20"
"狮","16","20"
"廊","16","20"
"厦","16","20"
"肥","16","19"
"甜","16","19"
"昆","16","19"
"扣","16","19"
"怖","16","19"
"阅","16","18"
"睡","16","18"
"彼","16","18"
"娜","16","18"
"诚","16","17"
"淳","16","17"
"歉","16","17"
"栋","16","17"
"枚","16","17"
"杉","16","17"
"弥","16","17"
"佐","16","17"
"颜","16","16"
"誉","16","16"
"欣","16","16"
"奋","16","16"
"夕","16","16"
"猪","15","25"
"奶","15","24"
"铃","15","22"
"舰","15","22"
"姿","15","22"
"帅","15","21"
