"2gram","number of tweets","count"
"来越","133","136"
"之前","132","135"
"一年","130","149"
"司的","130","141"
"当地","130","139"
"加强","130","138"
"复苏","129","146"
"完成","129","139"
"们的","128","133"
"一名","128","132"
"收入","127","156"
"媒体","127","143"
"国大","127","137"
"的大","127","131"
"金融","126","161"
"重要","126","132"
"支持","126","131"
"根据","126","128"
"生活","125","138"
"期间","125","130"
"人数","124","149"
"大型","124","130"
"新的","124","125"
"大学","123","158"
"民众","123","133"
"的情","123","127"
"报道","122","134"
"政治","122","131"
"决定","122","129"
"一种","122","126"
"人的","122","125"
"最近","122","124"
"目标","121","130"
"连续","121","123"
"利润","120","163"
"手机","120","158"
"上市","120","151"
"预期","120","143"
"一直","120","123"
"应对","120","122"
"危机","119","138"
"用于","119","130"
"的疫","119","127"
"不是","119","124"
"亚洲","118","150"
"不会","118","126"
"上升","118","122"
"担忧","118","121"
"国和","118","121"
"股票","116","158"
"马来","116","127"
"能会","116","120"
"一步","116","119"
"对于","116","118"
"辉瑞","115","130"
"第三","115","123"
"之后","115","122"
"针对","115","119"
"的中","115","119"
"大幅","115","119"
"来西","114","125"
"进入","114","118"
"第二","114","115"
"芯片","113","178"
"下降","113","124"
"的影","113","115"
"变化","111","125"
"年度","110","137"
"改变","110","121"
"数字","109","156"
"韩国","109","151"
"员工","109","146"
"恢复","109","121"
"纪录","109","117"
"元的","109","115"
"国国","109","114"
"所有","109","112"
"虽然","109","111"
"大陆","108","136"
"系统","108","129"
"很多","108","117"
"的国","108","114"
"一家","108","112"
"总统","107","138"
"保护","107","117"
"实施","107","110"
"周一","107","110"
"应链","106","126"
"北京","106","126"
"防疫","106","123"
"诊病","106","114"
"挑战","106","111"
"降低","106","109"
"用的","106","107"
"丰田","105","183"
"大量","105","112"
"联合","105","111"
"成功","105","111"
"的生","105","108"
"保持","105","107"
"不同","104","117"
"组织","104","114"
"控制","104","111"
"出了","104","108"
"到了","104","107"
"之间","103","109"
"的日","103","107"
"社会","102","123"
"利用","102","111"
"选择","102","110"
"结果","102","109"
"接受","102","109"
"在全","102","105"
"能源","101","137"
"贸易","101","123"
"中美","101","116"
"方式","101","112"
"个人","101","112"
"对中","101","111"
"部门","101","109"
"尔街","101","106"
"华尔","101","106"
"的数","101","105"
"不断","101","104"
"另一","101","101"
"亿日","100","123"
"民币","100","119"
"购买","100","114"
"平台","100","114"
"体的","100","106"
"再次","100","102"
"进一","100","101"
"现了","100","101"
"商品","99","126"
"本国","99","111"
"各国","99","110"
"有关","99","105"
"准备","99","103"
"巨头","99","102"
"因此","99","99"
"毒株","98","118"
"大利","98","117"
"种疫","98","116"
"有效","98","107"
"的地","98","106"
"今天","98","100"
"除了","98","99"
"至少","98","99"
"周三","98","99"
"检测","97","127"
"长期","97","102"
"提出","97","101"
"的全","97","99"
"公布","97","99"
"下的","97","99"
"这样","97","97"
"在一","97","97"
"基金","96","145"
"资产","96","116"
"周四","96","98"
"出的","96","98"
"高的","96","97"
"本周","96","97"
"推动","96","97"
"材料","95","133"
"季度","95","118"
"健康","95","111"
"的电","95","103"
"昨天","95","102"
"部长","95","100"
"人口","94","134"
"菲律","94","129"
"律宾","94","129"
"费者","94","105"
"的经","94","99"
"当局","94","98"
"场的","94","98"
"还是","94","97"
"后的","94","95"
"份额","93","116"
"网络","93","115"
"京奥","93","111"
"行动","93","100"
"必须","93","98"
"年前","93","97"
"者的","93","95"
"多的","93","95"
"之际","93","95"
"记者","92","95"
"进口","91","119"
"外交","91","112"
"来说","91","94"
"周二","91","93"
"链接","91","91"
"甚至","91","91"
"银行","90","115"
"香港","90","109"
"预测","90","106"
"数量","90","98"
"行的","90","93"
"拥有","90","93"
"担心","90","93"
"在这","90","93"
"产生","90","93"
"的时","90","92"
"纯电","89","148"
"厂商","89","107"
"研发","89","104"
"电子","89","102"
"报告","89","99"
"事件","89","99"
"的关","89","90"
"考虑","89","89"
"积电","88","158"
"台积","88","158"
"果公","88","114"
"如今","88","90"
"发的","88","89"
"航空","87","132"
"欧盟","87","124"
"城市","87","106"
"能力","87","96"
"发出","87","96"
"帮助","87","92"
"表现","87","91"
"的高","87","90"
"消息","87","90"
"并不","87","90"
"况下","87","87"
"特斯","86","129"
"产业","86","99"
"截至","86","88"
"周五","86","88"
"内的","86","88"
"还有","86","87"
"通胀","85","127"
"斯拉","85","127"
"运会","85","122"
"罗斯","85","121"
"部件","85","118"
"外国","85","112"
"应用","85","104"
"资金","85","94"
"作用","85","92"
"表明","85","86"
"似乎","85","86"
"成的","85","85"
"俄罗","84","120"
"股价","84","105"
"批准","84","96"
"此次","84","87"
"就是","84","87"
"重新","84","85"
"不到","84","84"
"海外","83","105"
"年轻","83","103"
"国企","83","95"
"造商","83","88"
"创新","83","88"
"讨论","83","87"
"压力","83","87"
"任何","83","87"
"采取","83","86"
"有可","83","86"
"来看","83","84"
"下跌","82","108"
"旅游","82","104"
"斯利","82","95"
"时代","82","90"
"价值","82","89"
"代表","82","88"
"的投","82","87"
"社交","82","86"
"应该","82","85"
"多人","82","83"
"来最","82","82"
"也是","82","82"
"加密","81","109"
"客户","81","90"
"一位","81","87"
"这家","81","84"
"的美","81","84"
"协议","80","105"
"密克","80","96"
"克戎","80","96"
"工业","80","88"
"传播","80","85"
"关键","80","84"
"面对","80","83"
"年以","80","82"
"女性","79","114"
"零部","79","112"
"万亿","79","102"
"信息","79","93"
"采用","79","91"
"官员","79","86"
"家的","79","83"
"两个","79","82"
"一次","79","82"
"样的","79","81"
"的重","79","80"
"的公","79","80"
"尽管","79","79"
"运动","78","111"
"用户","78","103"
"变异","78","100"
"阿斯","78","92"
"支付","78","92"
"利康","78","92"
"的工","78","86"
"新一","78","86"
"环境","78","83"
"全面","78","83"
"能够","78","82"
"非常","78","81"
"据显","78","81"
"左右","78","80"
"透露","78","79"
"期的","78","78"
"品牌","77","113"
"指数","77","100"
"股市","77","95"
"国经","77","94"
"奥密","77","92"
"平均","77","91"
"申请","77","89"
"建设","77","88"
"增至","77","85"
"强劲","77","79"
"析师","77","78"
"性的","77","78"
"化的","77","78"
"冲击","77","78"
"允许","76","80"
"月的","76","79"
"国在","76","79"
"创下","76","79"
"趋势","76","77"
"力的","76","77"
"举行","76","77"
"一场","76","76"
"万人","75","92"
"的成","75","80"
"度的","75","79"
"的产","75","78"
"稳定","75","77"
"日报","75","76"
"巨大","75","76"
"自动","74","106"
"入境","74","103"
"利亚","74","92"
"采购","74","86"
"智能","74","86"
"开放","74","86"
"结束","74","78"
"相比","74","77"
"的主","74","77"
"因素","74","77"
"警告","74","76"
"要的","74","75"
"了解","74","75"
"面的","74","74"
"它们","73","80"
"产的","73","77"
"是在","73","76"
"才能","73","76"
"意味","73","75"
"的行","73","73"
"委员","72","80"
"地方","72","79"
"己的","72","77"
"都是","72","75"
"背景","72","73"
"目的","72","73"
"的问","72","73"
"建议","72","73"
"最多","72","72"
"也有","72","72"
"气候","71","92"
"推进","71","79"
"看到","71","75"
"明年","71","75"
"不能","71","75"
"流行","71","73"
"本政","71","72"
"仍然","71","72"
"而且","71","71"
"只有","71","71"
"为中","71","71"
"密货","70","93"
"项目","70","86"
"食品","70","83"
"德尔","70","79"
"启动","70","78"
"威胁","70","75"
"公开","70","74"
"行为","70","73"
"到的","70","72"
"令人","70","72"
"的方","70","71"
"在新","70","71"
"的原","70","70"
"然而","70","70"
"隔离","69","87"
"同比","69","79"
"生的","69","75"
"阶段","69","73"
"时候","69","73"
"市的","69","73"
"旗下","69","71"
"紧张","69","70"
"近期","69","69"
"的风","69","69"
"广泛","69","69"
"即使","69","69"
"排放","68","89"
"取消","68","79"
"尔塔","68","77"
"本地","68","76"
"员会","68","76"
"的股","68","75"
"批评","68","72"
"几乎","68","71"
"间的","68","70"
"迅速","68","69"
"的需","68","69"
"机会","68","69"
"也不","68","69"
"降至","68","68"
"该国","68","68"
"泰国","67","95"
"旅行","67","85"
"共同","67","77"
"知情","67","76"
"战略","67","76"
"个国","67","71"
"首席","67","69"
"布的","67","68"
"和其","67","67"
"收购","66","89"
"处理","66","85"
"软件","66","79"
"情人","66","75"
"种病","66","74"
"运营","66","73"
"为什","66","73"
"参与","66","72"
"有一","66","71"
"商业","66","71"
"单日","66","71"
"等的","66","69"
"味着","66","68"
"各地","66","68"
"全国","66","68"
"那么","66","67"
"最终","66","66"
"展开","66","66"
"不仅","66","66"
"办公","65","88"
"标准","65","86"
"患者","65","77"
"产能","65","77"
"日企","65","75"
"拜登","65","72"
"上年","65","72"
"面向","65","71"
"负责","65","71"
"传统","65","71"
"长的","65","70"
"地位","65","70"
"是中","65","67"
"但是","65","67"
"的冠","65","66"
"激增","65","66"
"游戏","64","93"
"出售","64","81"
"免疫","64","74"
"紧急","64","70"
"小时","64","70"
"功能","64","70"
"上周","64","67"
"调整","64","66"
"病确","64","65"
"有望","64","65"
"明显","64","65"
"将于","64","65"
"吸引","64","65"
"努力","64","65"
"难以","64","64"
"街日","64","64"
"比特","63","112"
"医疗","63","78"
"家庭","63","74"
"本土","63","71"
"执行","63","66"
"品的","63","66"
"和中","63","66"
"创出","63","66"
"速度","63","65"
"容易","63","65"
"的技","63","64"
"情的","63","64"
"的可","63","63"
"一起","63","63"
"特币","62","113"
"谷歌","62","93"
"能在","62","66"
"的发","62","66"
"与中","62","66"
"禁止","62","65"
"的价","62","64"
"变得","62","64"
"解决","62","63"
"几个","62","63"
"的政","62","62"
"的供","62","62"
"学生","61","74"
"有的","61","67"
"管机","61","66"
"月份","61","65"
"为何","61","63"
"的第","61","62"
"的机","61","62"
"因是","61","62"
"也在","61","62"
"寻求","61","61"
"发表","61","61"
"不可","61","61"
"美联","60","91"
"法国","60","72"
"比增","60","69"
"完全","60","64"
"起来","60","63"
"维持","60","63"
"状态","60","62"
"岁的","60","62"
"大规","60","62"
"程度","60","61"
"状况","60","61"
"处于","60","61"
"遭遇","60","60"
"计算","59","78"
"的外","59","63"
"有人","59","61"
"地的","59","61"
"多数","59","60"
"在疫","59","60"
"石油","58","86"
"央行","58","80"
"实际","58","66"
"一代","58","66"
"罕见","58","62"
"积极","58","62"
"相当","58","61"
"每天","58","61"
"建立","58","60"
"多个","58","60"
"呼吁","58","60"
"系列","58","59"
"的年","58","59"
"爆发","58","59"
"不足","58","59"
"一样","58","59"
"特别","58","58"
"特尔","57","92"
"本企","57","65"
"反对","57","64"
"一份","57","60"
"近日","57","58"
"基本","57","58"
"避免","57","57"
"确定","57","57"
"接近","57","57"
"做出","57","57"
"联储","56","89"
"澳大","56","68"
"约合","56","62"
"实验","56","62"
"确保","56","59"
"暂停","56","59"
"反应","56","58"
"不再","56","58"
"月底","56","57"
"区的","56","57"
"大多","56","56"
"加快","56","56"
"动物","55","81"
"动车","55","75"
"飞机","55","74"
"联网","55","68"
"人类","55","65"
"轻人","55","64"
"产量","55","64"
"济学","55","63"
"主席","55","62"
"自由","55","61"
"半年","55","61"
"车的","55","58"
"现有","55","57"
"也将","55","57"
"的水","55","56"
"如此","55","56"
"多年","55","56"
"的不","55","55"
"不得","55","55"
"互联","54","69"
"拿大","54","66"
"一方","54","66"
"资本","54","62"
"业绩","54","59"
"知道","54","58"
"整体","54","58"
"星期","54","57"
"越多","54","56"
"放缓","54","56"
"好的","54","56"
"一度","54","56"
"一定","54","56"
"时的","54","55"
"快速","54","55"
"被认","54","54"
"的目","54","54"
"引起","54","54"
"即将","54","54"
"具有","54","54"
"广告","53","78"
"动员","53","71"
"地产","53","66"
"劳动","53","65"
"加拿","53","65"
"文化","53","58"
"高管","53","57"
"依赖","53","56"
"过程","53","55"
"费用","53","55"
"作的","53","55"
"会的","53","55"
"不少","53","55"
"那些","53","54"
"迎来","53","54"
"现实","53","54"
"只是","53","54"
"全部","53","54"
"背后","53","53"
"心的","53","53"
"尤其","53","53"
"加上","53","53"
"销量","52","70"
"净利","52","67"
"小型","52","61"
"国公","52","61"
"运输","52","58"
"日新","52","58"
"合人","52","58"
"的预","52","57"
"的出","52","56"
"年底","52","54"
"迹象","52","53"
"过了","52","53"
"球最","52","53"
"打击","52","53"
"驾驶","51","80"
"设计","51","64"
"西方","51","63"
"事故","51","59"
"总理","51","58"
"生部","51","57"
"会议","51","57"
"声明","51","56"
"毒的","51","55"
"是日","51","55"
"领导","51","54"
"重的","51","53"
"达成","51","53"
"模式","51","53"
"在台","51","53"
"取得","51","53"
"此举","51","52"
"在家","51","52"
"低于","51","52"
"为一","51","52"
"情期","51","51"
"官方","51","51"
"金属","50","67"
"上海","50","62"
"制作","50","61"
"初创","50","57"
"在东","50","55"
"发言","50","55"
"设施","50","54"
"高于","50","53"
"规定","50","53"
"的海","50","53"
"机的","50","53"
"居民","50","53"
"距离","50","52"
"的基","50","52"
"对象","50","52"
"基础","50","52"
"他的","50","52"
"月以","50","51"
"最早","50","51"
"得不","50","50"
"人在","50","50"
"运河","49","89"
"收益","49","67"
"电影","49","64"
"房地","49","59"
"医院","49","59"
"空间","49","58"
"两国","49","58"
"零售","49","57"
"联邦","49","56"
"新闻","49","55"
"令吉","49","55"
"种的","49","54"
"投入","49","53"
"动力","49","53"
"最后","49","52"
"正常","49","51"
"改善","49","51"
"抗疫","49","51"
"之外","49","51"
"飙升","49","50"
"试图","49","50"
"的信","49","50"
"提升","49","50"
"成了","49","50"
"商的","49","50"
"周六","49","50"
"同期","49","50"
"加剧","49","50"
"关于","49","50"
"范围","49","49"
"有所","49","49"
"更大","49","49"
"在上","49","49"
"司在","49","49"
"十年","49","49"
"药物","48","64"
"试验","48","59"
"比例","48","58"
"家和","48","54"
"哪些","48","53"
"的比","48","52"
"洲的","48","51"
"放宽","48","51"
"年内","48","51"
"对美","48","51"
"对手","48","51"
"中央","48","51"
"各种","48","50"
"以下","48","50"
"一周","48","50"
"高水","48","49"
"直接","48","49"
"的首","48","49"
"的事","48","49"
"病病","48","49"
"或许","48","49"
"怎么","48","49"
"形成","48","49"
"在今","48","49"
"一半","48","49"
"本月","48","48"
"日的","48","48"
"定的","48","48"
"域的","48","48"
"国之","48","48"
"和美","48","48"
"传染","48","48"
"今后","48","48"
"越南","47","76"
"儿童","47","65"
"三星","47","63"
"优势","47","54"
"本将","47","53"
"统计","47","52"
"电力","47","52"
"就会","47","51"
"的半","47","50"
"公共","47","50"
"经营","47","49"
"究人","47","49"
"的增","47","49"
"日益","47","49"
"家中","47","49"
"发了","47","49"
"分别","47","49"
"至今","47","48"
"的企","47","48"
"日前","47","48"
"年同","47","48"
"关闭","47","48"
"的计","47","47"
"现的","47","47"
"来首","47","47"
"但在","47","47"
"订单","46","78"
"发电","46","77"
"电脑","46","64"
"财年","46","62"
"马逊","46","60"
"垄断","46","60"
"亚马","46","60"
"重症","46","56"
"游客","46","56"
"累计","46","55"
"本人","46","55"
"核心","46","52"
"国外","46","52"
"东南","46","52"
"移动","46","51"
"纽约","46","50"
"的资","46","49"
"经历","46","48"
"理局","46","48"
"每年","46","48"
"开展","46","48"
"主导","46","48"
"这项","46","47"
"转向","46","47"
"时期","46","47"
"在大","46","47"
"反弹","46","47"
"升至","46","47"
"严格","46","47"
"日起","46","46"
"周热","46","46"
"太空","45","83"
"天然","45","67"
"集装","45","62"
"装箱","45","62"
"苏伊","45","58"
"士运","45","57"
"售额","45","55"
"交通","45","51"
"万美","45","51"
"法律","45","50"
"最低","45","48"
"暴发","45","48"
"人群","45","48"
"首都","45","47"
"的背","45","47"
"是什","45","47"
"放弃","45","47"
"量的","45","46"
"约为","45","46"
"正式","45","46"
"将是","45","46"
"纷纷","45","45"
"的研","45","45"
"的担","45","45"
"感到","45","45"
"动的","45","45"
"公众","45","45"
"车载","44","57"
"伊士","44","57"
"电视","44","55"
"马斯","44","54"
"候变","44","52"
"天气","44","51"
"首相","44","49"
"公里","44","49"
"举办","44","49"
"方法","44","48"
"制定","44","48"
"大约","44","47"
"在欧","44","47"
"能否","44","46"
"种冠","44","46"
"的进","44","46"
"是为","44","46"
"部的","44","45"
"普及","44","45"
"情下","44","45"
"高了","44","44"
"的两","44","44"
"成立","44","44"
"布了","44","44"
"在的","44","44"
"燃料","43","59"
"测试","43","50"
"的通","43","47"
"的收","43","45"
"名为","43","45"
"同的","43","45"
"称为","43","44"
"的现","43","44"
"的合","43","44"
"格的","43","44"
"更加","43","44"
"大部","43","44"
"们在","43","44"
"介绍","43","44"
"有助","43","43"
"掌握","43","43"
"年后","43","43"
"停止","43","43"
"但这","43","43"
"黄金","42","72"
"新兴","42","59"
"口罩","42","59"
"供货","42","57"
"发行","42","54"
"机场","42","53"
"利率","42","53"
"斯克","42","52"
"万元","42","51"
"预防","42","47"
"这款","42","47"
"能手","42","47"
"排名","42","47"
"岁以","42","46"
"团队","42","46"
"疾病","42","45"
"强调","42","45"
"务的","42","45"
"的有","42","44"
"的变","42","44"
"性能","42","44"
"加了","42","44"
"证明","42","43"
"突破","42","43"
"的商","42","43"
"暂时","42","43"
"无论","42","43"
"态度","42","43"
"年里","42","43"
"在内","42","43"
"国对","42","43"
"业在","42","43"
"陷入","42","42"
"行了","42","42"
"而是","42","42"
"的业","42","42"
"比上","42","42"
"景下","42","42"
"原本","42","42"
"于中","42","42"
"临的","42","42"
"一部","42","42"
"索尼","41","77"
"华为","41","66"
"阿里","41","57"
"万日","41","55"
"格上","41","51"
"南亚","41","48"
"排在","41","47"
"意大","41","47"
"国市","41","47"
"国民","41","45"
"向中","41","45"
"体短","41","45"
"种新","41","44"
"年全","41","44"
"的小","41","43"
"大马","41","43"
"外的","41","43"
"在于","41","43"
"前往","41","43"
"分之","41","43"
"人死","41","43"
"破坏","41","42"
"将其","41","42"
"为主","41","42"
"专栏","41","42"
"集中","41","41"
"都在","41","41"
"能性","41","41"
"是不","41","41"
"当时","41","41"
"对这","41","41"
"在未","41","41"
"司将","41","41"
"力争","41","41"
"关的","41","41"
"做法","41","41"
"通信","40","69"
"债券","40","53"
"加入","40","49"
"言人","40","43"
"得更","40","43"
"同意","40","43"
"理由","40","42"
"潜在","40","42"
"得到","40","42"
"已有","40","42"
"领先","40","41"
"逐渐","40","41"
"能的","40","41"
"能是","40","41"
"年中","40","41"
"参加","40","41"
"会有","40","41"
"会在","40","41"
"以后","40","41"
"争议","40","41"
"了新","40","41"
"世纪","40","41"
"首位","40","40"
"重大","40","40"
"近年","40","40"
"示出","40","40"
"的同","40","40"
"的交","40","40"
"旨在","40","40"
"府的","40","40"
"属于","40","40"
"在加","40","40"
"助于","40","40"
"依然","40","40"
"涨价","39","59"
"生物","39","48"
"损失","39","48"
"年人","39","48"
"工程","39","48"
"营业","39","47"
"餐饮","39","45"
"济的","39","45"
"人工","39","45"
"旅客","39","44"
"创企","39","44"
"效率","39","43"
"学者","39","43"
"程序","39","42"
"推迟","39","42"
"审查","39","42"
"在第","39","42"
"们对","39","42"
"群体","39","41"
"条件","39","41"
"口的","39","41"
"而不","39","40"
"的强","39","40"
"的反","39","40"
"有多","39","40"
"数十","39","40"
"当前","39","40"
"年将","39","40"
"估计","39","40"
"下一","39","40"
"自身","39","39"
"等待","39","39"
"的销","39","39"
"的这","39","39"
"是这","39","39"
"恶化","39","39"
"外界","39","39"
"复杂","39","39"
"前在","39","39"
"内部","39","39"
"了这","39","39"
"为全","39","39"
"机器","38","64"
"本田","38","64"
"恒大","38","63"
"阿富","38","62"
"富汗","38","62"
"色列","38","51"
"以色","38","51"
"里巴","38","47"
"自主","38","47"
"圣诞","38","47"
"基地","38","46"
"封锁","38","45"
"的监","38","42"
"是美","38","42"
"接触","38","42"
"家公","38","42"
"售价","38","42"
"业者","38","42"
"机制","38","41"
"施打","38","41"
"教授","38","41"
"涉及","38","40"
"欢迎","38","40"
"普通","38","40"
"必要","38","40"
"年代","38","40"
"在推","38","40"
"交媒","38","40"
"重启","38","39"
"这两","38","39"
"还将","38","39"
"相对","38","39"
"相信","38","39"
"打造","38","39"
"年初","38","39"
"在其","38","39"
"只要","38","39"
"会上","38","39"
"与美","38","39"
"不应","38","39"
"更高","38","38"
"是如","38","38"
"情前","38","38"
"将增","38","38"
"增强","38","38"
"前景","38","38"
"举措","38","38"
"下来","38","38"
"三个","38","38"
"专利","37","65"
"福岛","37","59"
"南非","37","50"
"家电","37","45"
"双方","37","44"
"财政","37","43"
"欧美","37","43"
"和地","37","43"
"的自","37","42"
"策略","37","41"
"种率","37","41"
"币的","37","41"
"国疫","37","41"
"交部","37","41"
"年增","37","40"
"公民","37","40"
"结构","37","39"
"济复","37","39"
"法院","37","39"
"更好","37","39"
"意外","37","39"
"受访","37","39"
"刺激","37","39"
"题的","37","38"
"里的","37","38"
"这场","37","38"
"评论","37","38"
"行官","37","38"
"的市","37","38"
"的上","37","38"
"国等","37","38"
"国新","37","38"
"也可","37","38"
"两家","37","38"
"而言","37","37"
"缓解","37","37"
"的支","37","37"
"生了","37","37"
"现象","37","37"
"此外","37","37"
"已在","37","37"
"动驾","36","56"
"市值","36","54"
"补贴","36","51"
"量产","36","47"
"高端","36","46"
"涨幅","36","46"
"治疗","36","44"
"国产","36","44"
"资源","36","43"
"医生","36","43"
"比赛","36","42"
"膨胀","36","41"
"应商","36","40"
"工具","36","40"
"内容","36","40"
"些人","36","40"
"负担","36","39"
"设立","36","39"
"延长","36","39"
"国有","36","39"
"利益","36","39"
"争对","36","39"
"的运","36","38"
"的旅","36","38"
"抗议","36","38"
"究竟","36","37"
"的开","36","37"
"的家","36","37"
"整个","36","37"
"将会","36","37"
"其实","36","37"
"这次","36","36"
"议的","36","36"
"见的","36","36"
"者在","36","36"
"的表","36","36"
"热读","36","36"
"满足","36","36"
"有更","36","36"
"最严","36","36"
"将成","36","36"
"国科","36","36"
"史新","36","36"
"另外","36","36"
"危险","36","36"
"加速","36","36"
"全世","36","36"
"于新","36","36"
"为这","36","36"
"英特","35","60"
"强生","35","51"
"飞行","35","48"
"无人","35","46"
"造业","35","44"
"巴巴","35","44"
"估值","35","44"
"通货","35","40"
"追踪","35","40"
"空公","35","40"
"涨至","35","40"
"社区","35","39"
"支出","35","39"
"化学","35","39"
"超级","35","38"
"种毒","35","38"
"控股","35","38"
"持有","35","38"
"多少","35","38"
"国总","35","38"
"件的","35","38"
"不要","35","38"
"遏制","35","37"
"这么","35","37"
"访问","35","37"
"网站","35","37"
"的民","35","37"
"后一","35","37"
"去一","35","37"
"一天","35","37"
"重点","35","36"
"视为","35","36"
"的设","35","36"
"染病","35","36"
"推高","35","36"
"强大","35","36"
"席执","35","36"
"对新","35","36"
"你的","35","36"
"位于","35","36"
"两周","35","36"
"一般","35","36"
"一条","35","36"
"逐步","35","35"
"被称","35","35"
"蔓延","35","35"
"的结","35","35"
"来了","35","35"
"期待","35","35"
"日在","35","35"
"意识","35","35"
"寻找","35","35"
"天的","35","35"
"备的","35","35"
"国正","35","35"
"到一","35","35"
"创造","35","35"
"划在","35","35"
"写道","35","35"
"乐观","35","35"
"然气","34","55"
"航班","34","49"
"地震","34","44"
"增产","34","42"
"学校","34","41"
"选手","34","40"
"技公","34","39"
"京都","34","39"
"怎样","34","37"
"国防","34","37"
"附近","34","36"
"起冠","34","36"
"年在","34","36"
"鼓励","34","35"
"的货","34","35"
"月来","34","35"
"是对","34","35"
"拒绝","34","35"
"剂疫","34","35"
"高达","34","34"
"离开","34","34"
"的能","34","34"
"的消","34","34"
"的安","34","34"
"的前","34","34"
"疫措","34","34"
"激烈","34","34"
"构成","34","34"
"有什","34","34"
"及其","34","34"
