"2021-07-09","1413363744697061384","bbcchinese","RT @bbcchinese: 【精选回顾】🐬🐬海豚一般喜欢组成小群出没。但在美国加利福尼亚州，这里的海豚数量密度全球最高，也有可能看见100条海豚组成的“超级群”哦😯 https://t.co/1hKMMQd91g"
"2021-05-27","1397849646756601860","zaobaosg","RT @zaobaosg: 美国加利福尼亚州硅谷一处轻轨列车调车场附近发生枪击事件。警方表示，至少八人死亡，多人受伤。据悉，一名男枪手也当场丧命。
"2021-03-03","1366969263592935429","rijingzhongwen","RT @rijingzhongwen: 【摘】中国企业正在追赶美国企业。百度2019年在加利福尼亚州测试的行驶距离排在第4位。2020年并未在该州进行公路测试，但北京市的数据显示，2020年在北京的公路测试行驶距离达到112万5305公里，是2019年的1.5倍……https:…"
