"2021-09-10","1436210679157985283","ChineseWSJ","RT @ChineseWSJ: 在线音频平台喜马拉雅周四向美国证券交易委员会申请撤销为美国存托股票进行首次公开募股的计划。https://t.co/vTmGFdcejp"
"2021-05-04","1389474248406806528","ChineseWSJ","RT @ChineseWSJ: 美国证券交易委员会表示，Under Armour已同意支付900万美元，以和解对该公司在2015年下半年误导投资者的指控，该公司被控提前计入4.08亿美元的未来财季销售额。
"2021-04-13","1381842445747429382","ChineseWSJ","RT @ChineseWSJ: 美国证券交易委员会表示，发现一些宣扬社会责任投资的投资公司可能误导投资者，这是该机构对自称支持环保政策却不遵守政策的基金进行强化审查的一部分。
